"车牌号","出租车公司","车型","设备编号","运营开始时间","运营结束时间","方向","GPS经度","GPS纬度","速度","GPS时间","运营状态"
"鲁HT**60","交运","伊兰特","64625128646","2016-12-23 00:00:00.0","2016-12-23 00:00:00.0","162","116.577175","35.39815","22.6","2022-06-01 00:01:11.0","载客"
"鲁HT**48","北城","伊兰特","64625128678","2015-11-04 00:00:00.0","2021-11-03 00:00:00.0","334","116.544585","35.419528","0.0","2022-06-01 00:01:11.0","空车"
"鲁HT**61","交运","新捷达","64625127979","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","359","116.59722","35.408031","0.0","2022-06-01 00:01:11.0","空车"
"鲁HT**76","汇通","新捷达","64625128000","2016-08-03 00:00:00.0","1900-01-01 00:00:00.0","87","116.613673","35.40842","65.9","2022-06-01 00:01:12.0","载客"
"鲁HT**33","北城","新捷达","64625129140","2016-11-09 00:00:00.0","2016-11-09 00:00:00.0","154","116.685858","35.407336","0.7","2022-06-01 00:01:12.0","空车"
"鲁HT**19","新交运","新桑塔纳","00056961604","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","268","116.52149","35.374668","52.0","2022-06-01 00:01:12.0","载客"
"鲁HT**67","北城","伊兰特","64625128714","2016-05-12 00:00:00.0","2022-05-11 00:00:00.0","287","116.554511","35.419438","0.0","2022-06-01 00:01:12.0","空车"
"鲁HT**85","新交运","新捷达","64603335371","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","6","116.567083","35.386463","0.0","2022-06-01 00:01:12.0","空车"
"HDQ**71","新交运","比亚迪秦","64625128283","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","278","116.544291","35.431656","39.3","2022-06-01 00:01:12.0","载客"
"鲁HT**33","富达","铃木启悦","64625127873","2003-07-09 00:00:00.0","2021-01-08 00:00:00.0","111","116.577885","35.343053","0.0","2022-06-01 00:01:12.0","空车"
"鲁HT**82","北城","新桑塔纳","64625129113","2016-07-20 00:00:00.0","1900-01-01 00:00:00.0","354","116.590801","35.363451","0.0","2022-06-01 00:01:12.0","空车"
"鲁HT**72","交运","新捷达","64625127819","2016-07-06 00:00:00.0","2020-07-06 00:00:00.0","258","116.912456","35.521031","78.7","2022-06-01 00:01:12.0","空车"
"鲁HT**63","联运","新捷达","64625128414","2004-06-01 00:00:00.0","2021-12-01 00:00:00.0","215","116.604081","35.420523","0.0","2022-06-01 00:01:13.0","空车"
"鲁HT**50","汇通","新捷达","00013926166","2016-08-10 00:00:00.0","1900-01-01 00:00:00.0","198","116.599185","35.406383","43.4","2022-06-01 00:01:13.0","空车"
"鲁HT**33","华中","新捷达","64625129187","2016-07-12 00:00:00.0","1900-01-01 00:00:00.0","358","116.591171","35.41701","40.8","2022-06-01 00:01:13.0","空车"
"鲁HT**27","联运","伊兰特","64625127941","2016-07-29 00:00:00.0","2016-11-04 00:00:00.0","105","116.575108","35.399983","0.0","2022-06-01 00:01:13.0","空车"
"鲁HT**08","华通","新桑塔纳","64625128573","2004-03-01 00:00:00.0","2020-09-05 00:00:00.0","118","116.639023","35.425056","0.0","2022-06-01 00:01:13.0","空车"
"HDN**86","华通","吉利几何","64625128278","2004-03-02 00:00:00.0","2020-09-01 00:00:00.0","344","116.575286","35.439596","0.0","2022-06-01 00:01:13.0","空车"
"鲁HT**38","联运","伊兰特","64625128562","2016-07-26 00:00:00.0","1900-01-01 00:00:00.0","353","116.527836","35.259495","0.0","2022-06-01 00:01:13.0","空车"
"HDD**93","新交运","比亚迪秦","64625128388","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","330","116.598205","35.401375","0.0","2022-06-01 00:01:13.0","空车"
"鲁HT**19","北城","新悦动","00085182112","2004-01-06 00:00:00.0","2021-01-05 00:00:00.0","177","116.59128","35.413226","51.9","2022-06-01 00:01:13.0","载客"
"鲁HT**26","交运","新桑塔纳","64646396633","2016-03-25 00:00:00.0","2022-03-24 00:00:00.0","191","116.618863","35.439913","0.0","2022-06-01 00:01:13.0","空车"
"鲁HT**49","交运","新捷达","64625127864","2004-06-14 00:00:00.0","2020-12-13 00:00:00.0","184","116.603971","35.469943","0.0","2022-06-01 00:01:13.0","空车"
"鲁HT**68","交运","新桑塔纳","64625128315","2016-03-21 00:00:00.0","2022-03-20 00:00:00.0","38","116.576118","35.420415","29.6","2022-06-01 00:01:13.0","空车"
"鲁HT**55","交运","悦动","64625128361","2004-04-01 00:00:00.0","2020-09-30 00:00:00.0","104","116.584495","35.409753","0.0","2022-06-01 00:01:14.0","空车"
"鲁HT**62","新交运","新桑塔纳","64625128215","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","131","116.594871","35.393531","0.0","2022-06-01 00:01:14.0","空车"
"鲁HT**66","联运","新捷达","64625128685","2004-08-17 00:00:00.0","2021-08-16 00:00:00.0","62","116.560081","35.414611","0.0","2022-06-01 00:01:14.0","空车"
"鲁HT**26","华通","伊兰特","64625128091","2016-09-23 00:00:00.0","1900-01-01 00:00:00.0","277","116.58255","35.371578","30.4","2022-06-01 00:01:14.0","载客"
"鲁HT**81","交运","铃木启悦","64625127882","2003-08-06 00:00:00.0","2021-02-26 00:00:00.0","185","116.617581","35.393926","0.0","2022-06-01 00:01:14.0","载客"
"鲁HT**16","北城","伊兰特","64625128631","2015-11-05 00:00:00.0","2021-11-04 00:00:00.0","47","116.58386","35.389075","62.8","2022-06-01 00:01:14.0","载客"
"鲁HT**33","联运","新桑塔纳","64625129218","2016-08-24 00:00:00.0","1900-01-01 00:00:00.0","96","116.575483","35.431831","0.0","2022-06-01 00:01:14.0","空车"
"鲁HT**61","联运","悦动","64625129307","2016-07-11 00:00:00.0","1900-01-01 00:00:00.0","305","116.614415","35.40874","0.0","2022-06-01 00:01:15.0","空车"
"HDP**25","众鑫","东风风神","64625128887","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","95","116.653853","35.450583","0.0","2022-06-01 00:01:15.0","空车"
"鲁HT**88","汇通","新捷达","64625128393","2004-02-23 00:00:00.0","2020-08-22 00:00:00.0","282","116.603268","35.403613","23.0","2022-06-01 00:01:15.0","空车"
"鲁HT**80","交运","新捷达","64625128142","2004-03-03 00:00:00.0","2020-09-02 00:00:00.0","95","116.693571","35.42295","0.0","2022-06-01 00:01:15.0","空车"
"鲁HT**56","北城","伊兰特","64625129091","2016-06-20 00:00:00.0","2022-06-19 00:00:00.0","54","116.647791","35.42008","0.0","2022-06-01 00:01:15.0","空车"
"鲁HT**27","华中","新捷达","64625129107","2016-05-19 00:00:00.0","2022-05-18 00:00:00.0","183","116.61833","35.44375","0.0","2022-06-01 00:01:15.0","空车"
"鲁HT**98","北城","新桑塔纳","64625129260","2004-04-22 00:00:00.0","2022-10-21 00:00:00.0","306","116.568116","35.385258","0.0","2022-06-01 00:01:15.0","空车"
"鲁HT**61","联运","新捷达","64625128991","2015-12-29 00:00:00.0","2021-12-28 00:00:00.0","0","116.618495","35.408863","48.0","2022-06-01 00:01:15.0","载客"
"鲁HT**63","交运","悦动","64625128599","2004-04-26 00:00:00.0","2021-10-25 00:00:00.0","297","116.578573","35.418528","0.0","2022-06-01 00:01:15.0","空车"
"鲁HT**18","华通","新桑塔纳","64625128568","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","7","116.570751","35.397161","0.0","2022-06-01 00:01:16.0","载客"
"鲁HT**33","众鑫","新捷达","64625128386","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","269","116.530841","35.464593","0.0","2022-06-01 00:01:16.0","空车"
"鲁HT**60","交运","新捷达","64625127961","2004-04-06 00:00:00.0","2020-10-05 00:00:00.0","357","116.612185","35.419193","0.0","2022-06-01 00:01:16.0","空车"
"鲁HT**90","联运","新捷达","64625128027","2004-03-03 00:00:00.0","2020-09-02 00:00:00.0","179","116.618248","35.411608","54.4","2022-06-01 00:01:16.0","载客"
"鲁HT**76","交运","新悦动","64625127982","2003-06-09 00:00:00.0","2020-12-08 00:00:00.0","209","116.577108","35.438276","0.0","2022-06-01 00:01:16.0","空车"
"鲁HT**01","交运","新悦动","64625127798","2016-05-10 00:00:00.0","2024-05-10 00:00:00.0","359","116.598475","35.388743","0.0","2022-06-01 00:01:16.0","空车"
"鲁HT**11","联运","新捷达","64625128026","2004-02-23 00:00:00.0","2020-08-22 00:00:00.0","140","116.602381","35.422803","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**11","华中","新捷达","64625129302","2004-04-02 00:00:00.0","2020-10-01 00:00:00.0","225","116.560233","35.399043","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**68","新交运","新桑塔纳","64625128876","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","70","116.635398","35.411376","0.0","2022-06-01 00:01:17.0","空车"
"HDZ**16","众鑫","东风风神","00085216160","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","160","116.60606","35.469163","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**99","华通","悦动","64625128476","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","220","116.60076","35.455765","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**96","联运","新捷达","64625128419","2004-05-25 00:00:00.0","2021-05-24 00:00:00.0","183","116.532625","35.496273","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**00","交运","新捷达","64625128691","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","176","116.623635","35.458748","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**65","联运","新捷达","64625128092","2016-10-11 00:00:00.0","1900-01-01 00:00:00.0","43","116.583605","35.423628","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**01","联运","新捷达","64625127938","2004-03-01 00:00:00.0","2021-03-01 00:00:00.0","90","116.599668","35.348783","57.4","2022-06-01 00:01:17.0","载客"
"鲁HT**25","交运","伊兰特","64625128920","2016-08-05 00:00:00.0","1900-01-01 00:00:00.0","162","116.564865","35.44888","0.0","2022-06-01 00:01:17.0","空车"
"鲁HT**97","富达","伊兰特","64625129233","2016-10-19 00:00:00.0","1900-01-01 00:00:00.0","69","116.581016","35.406358","5.5","2022-06-01 00:01:17.0","空车"
"鲁HT**32","联运","新捷达","00029898979","2004-01-05 00:00:00.0","2020-07-04 00:00:00.0","334","116.587181","35.390226","42.6","2022-06-01 00:01:18.0","空车"
"鲁HT**11","联运","新捷达","64625128543","2016-07-11 00:00:00.0","2016-10-31 00:00:00.0","9","116.63464","35.407271","21.0","2022-06-01 00:01:18.0","空车"
"鲁HT**28","华通","伊兰特","64625128943","2016-11-16 00:00:00.0","2016-11-16 00:00:00.0","324","116.565516","35.411948","0.0","2022-06-01 00:01:18.0","载客"
"鲁HT**23","北城","新桑塔纳","64625129175","2005-04-01 00:00:00.0","2021-10-01 00:00:00.0","222","116.595618","35.394896","0.0","2022-06-01 00:01:18.0","空车"
"鲁HT**06","联运","伊兰特","64625128526","2016-09-06 00:00:00.0","1900-01-01 00:00:00.0","284","116.613525","35.446506","0.0","2022-06-01 00:01:18.0","空车"
"鲁HT**26","富达","新桑塔纳","64625128012","2004-07-01 00:00:00.0","2021-07-01 00:00:00.0","78","116.591205","35.416546","0.0","2022-06-01 00:01:18.0","空车"
"鲁HT**03","富达","老捷达","00076573445","2003-05-27 00:00:00.0","2020-05-26 00:00:00.0","188","116.648163","35.379106","44.5","2022-06-01 00:01:18.0","载客"
"HDN**69","新交运","比亚迪秦","64625128340","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","268","116.608866","35.41868","16.5","2022-06-01 00:01:18.0","空车"
"HDQ**26","新交运","比亚迪秦","64625129022","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","296","116.607031","35.52364","0.0","2022-06-01 00:01:18.0","空车"
"鲁HT**00","富达","新捷达","64625128708","2004-01-09 00:00:00.0","2020-07-08 00:00:00.0","163","116.587186","35.401523","0.0","2022-06-01 00:01:19.0","空车"
"鲁HT**33","联运","新桑塔纳","64625129218","2016-08-24 00:00:00.0","1900-01-01 00:00:00.0","96","116.575483","35.431831","0.0","2022-06-01 00:01:19.0","空车"
"HDF**66","联运","东风风神","00056990573","2015-08-13 00:00:00.0","2021-08-12 00:00:00.0","51","116.627688","35.431361","0.0","2022-06-01 00:01:19.0","空车"
"HDT**60","华通","比亚迪秦","64625129309","2016-09-12 00:00:00.0","1900-01-01 00:00:00.0","135","116.598013","35.408045","0.0","2022-06-01 00:01:19.0","空车"
"鲁HT**10","新交运","奇瑞","64625128301","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","35","116.557106","35.500798","0.0","2022-06-01 00:01:19.0","空车"
"鲁HT**96","富达","新捷达","64625128188","2016-07-05 00:00:00.0","1900-01-01 00:00:00.0","87","116.654458","35.439033","0.0","2022-06-01 00:01:19.0","空车"
"鲁HT**78","联运","新捷达","64625128394","2004-04-02 00:00:00.0","2020-10-01 00:00:00.0","349","116.597768","35.361556","0.0","2022-06-01 00:01:19.0","空车"
"鲁HT**12","交运","新捷达","64625128376","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","133","116.581108","35.383603","0.0","2022-06-01 00:01:19.0","载客"
"鲁HT**08","交运","新桑塔纳","64625127852","2004-05-01 00:00:00.0","2021-05-01 00:00:00.0","188","116.61475","35.386455","0.0","2022-06-01 00:01:19.0","空车"
"鲁HT**36","富达","新桑塔纳","64625128111","2004-11-20 00:00:00.0","2015-05-19 00:00:00.0","357","116.559895","35.404265","39.2","2022-06-01 00:01:19.0","空车"
"鲁HT**68","联运","老捷达","64625128550","2004-05-27 00:00:00.0","2021-05-26 00:00:00.0","168","116.591135","35.415091","0.0","2022-06-01 00:01:20.0","载客"
"鲁HT**81","新交运","新桑塔纳","00076573449","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","78","116.678656","35.387908","0.0","2022-06-01 00:01:20.0","空车"
"鲁HT**06","交运","老捷达","64625128374","2004-04-21 00:00:00.0","2020-10-20 00:00:00.0","268","116.598786","35.383136","0.0","2022-06-01 00:01:20.0","空车"
"鲁HT**45","交运","新桑塔纳","64625129058","2004-01-09 00:00:00.0","2019-08-08 00:00:00.0","262","116.828156","35.50708","39.0","2022-06-01 00:01:20.0","载客"
"鲁HT**98","众鑫","新捷达","64625129036","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","86","116.608828","35.443145","0.0","2022-06-01 00:01:20.0","空车"
"鲁HT**57","华通","老捷达","64625129300","2004-04-08 00:00:00.0","2020-10-27 00:00:00.0","69","116.62107","35.403626","0.0","2022-06-01 00:01:20.0","空车"
"鲁HT**58","富达","老捷达","64625127905","2016-08-23 00:00:00.0","1900-01-01 00:00:00.0","99","116.605595","35.523693","0.0","2022-06-01 00:01:20.0","空车"
"鲁HT**19","联运","新捷达","64625128397","2004-06-01 00:00:00.0","2020-12-01 00:00:00.0","75","116.555003","35.404003","0.0","2022-06-01 00:01:20.0","空车"
"鲁HT**56","新交运","新桑塔纳","64625128836","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","7","116.597123","35.41089","7.5","2022-06-01 00:01:20.0","空车"
"鲁HT**78","新交运","新捷达","64625129027","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","180","116.602441","35.425771","33.4","2022-06-01 00:01:21.0","载客"
"鲁HT**56","交运","老捷达","64625128459","2004-05-01 00:00:00.0","2010-04-30 00:00:00.0","3","116.63247","35.39025","0.0","2022-06-01 00:01:21.0","空车"
"鲁HT**95","交运","新捷达","64625128168","2016-09-07 00:00:00.0","1900-01-01 00:00:00.0","134","116.602456","35.421115","0.0","2022-06-01 00:01:21.0","载客"
"HDT**81","联运","吉利帝豪","64625129179","2004-03-11 00:00:00.0","2021-03-10 00:00:00.0","3","116.604683","35.414185","0.0","2022-06-01 00:01:21.0","空车"
"鲁HT**60","华通","新捷达","64625128432","2004-04-01 00:00:00.0","2020-10-06 00:00:00.0","64","116.587138","35.3849","0.0","2022-06-01 00:01:21.0","空车"
"鲁HT**99","汇通","新捷达","64625128748","2016-08-23 00:00:00.0","1900-01-01 00:00:00.0","90","116.557218","35.405645","37.8","2022-06-01 00:01:21.0","空车"
"鲁HT**29","联运","新捷达","64625128156","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","135","116.55789","35.441313","0.0","2022-06-01 00:01:21.0","空车"
"鲁HT**78","富达","新捷达","64625127948","2003-12-30 00:00:00.0","2020-12-29 00:00:00.0","332","116.648413","35.450651","0.0","2022-06-01 00:01:21.0","空车"
"鲁HT**36","富达","新捷达","00029780615","2003-10-30 00:00:00.0","2020-04-30 00:00:00.0","130","116.5869","35.414726","0.0","2022-06-01 00:01:22.0","空车"
"鲁HT**82","联运","老捷达","64625128177","2003-02-17 00:00:00.0","2019-08-16 00:00:00.0","179","116.543786","35.509891","79.2","2022-06-01 00:01:22.0","空车"
"鲁HT**60","新交运","奇瑞","00013926168","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","85","116.593483","35.384415","0.0","2022-06-01 00:01:22.0","空车"
"HDQ**35","新交运","比亚迪秦","64625128377","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","177","116.576433","35.402076","52.5","2022-06-01 00:01:22.0","载客"
"鲁HT**22","交运","悦动","64625127808","2004-01-05 00:00:00.0","2020-07-08 00:00:00.0","0","116.553156","35.408895","0.0","2022-06-01 00:01:22.0","空车"
"鲁HT**11","华通","悦动","64625128279","2004-05-01 00:00:00.0","2020-11-17 00:00:00.0","20","116.444886","35.497098","0.0","2022-06-01 00:01:22.0","空车"
"鲁HT**52","众鑫","新捷达","64625128363","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","286","116.565956","35.415766","6.5","2022-06-01 00:01:22.0","空车"
"鲁HT**09","北城","新捷达","64625129201","2004-05-12 00:00:00.0","2020-11-11 00:00:00.0","1","116.602655","35.433615","38.5","2022-06-01 00:01:22.0","空车"
"鲁HT**07","交运","新捷达","64625127804","2016-07-07 00:00:00.0","1900-01-01 00:00:00.0","92","116.599775","35.410785","30.5","2022-06-01 00:01:22.0","空车"
"鲁HT**62","北城","新悦动","64625129078","2004-01-07 00:00:00.0","2021-01-06 00:00:00.0","0","116.602558","35.423606","40.3","2022-06-01 00:01:23.0","载客"
"鲁HT**69","华通","新捷达","64625128586","2005-04-27 00:00:00.0","2021-10-26 00:00:00.0","351","116.581356","35.404683","0.0","2022-06-01 00:01:23.0","空车"
"鲁HT**19","新交运","新桑塔纳","64625128841","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","354","116.552525","35.420761","20.0","2022-06-01 00:01:23.0","空车"
"鲁HT**89","华中","悦动","64625129067","2004-04-07 00:00:00.0","2020-10-06 00:00:00.0","314","116.555035","35.413568","0.0","2022-06-01 00:01:23.0","空车"
"鲁HT**02","联运","新捷达","64625128447","2004-09-01 00:00:00.0","2021-09-01 00:00:00.0","19","116.56742","35.413386","0.0","2022-06-01 00:01:23.0","空车"
"鲁HT**81","华通","悦动","64625128611","2004-05-12 00:00:00.0","2020-11-11 00:00:00.0","113","116.581073","35.455743","0.0","2022-06-01 00:01:23.0","空车"
"鲁HT**60","联运","新捷达","64625127920","2004-05-28 00:00:00.0","2020-10-27 00:00:00.0","173","116.598913","35.382706","0.0","2022-06-01 00:01:23.0","空车"
"鲁HT**32","众鑫","新捷达","64625129333","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","183","116.696128","35.41797","0.0","2022-06-01 00:01:23.0","空车"
"鲁HT**91","华中","铃木启悦","64625129293","2016-10-11 00:00:00.0","1900-01-01 00:00:00.0","137","116.571735","35.496081","0.0","2022-06-01 00:01:23.0","空车"
"鲁HT**26","汇通","伊兰特","64625128946","2015-11-13 00:00:00.0","2021-11-12 00:00:00.0","291","116.557465","35.416203","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**32","众鑫","新捷达","64625128947","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","240","116.684961","35.40664","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**00","华通","伊兰特","64625129238","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","59","116.61894","35.440008","0.0","2022-06-01 00:01:24.0","载客"
"鲁HT**67","联运","新捷达","64625128693","2016-03-03 00:00:00.0","2022-03-02 00:00:00.0","174","116.579145","35.39826","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**23","华通","新捷达","64625129253","2004-03-08 00:00:00.0","2020-09-07 00:00:00.0","86","116.558461","35.415923","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**08","北城","新捷达","64625128758","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","133","116.612651","35.404743","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**73","联运","新捷达","64625128787","2004-02-19 00:00:00.0","2020-08-18 00:00:00.0","266","116.595321","35.440628","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**39","富达","伊兰特","64625127932","2016-08-02 00:00:00.0","1900-01-01 00:00:00.0","184","116.681566","35.380171","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**62","北城","新捷达","64625129270","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","68","116.528783","35.466555","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**61","富达","悦动","64625128510","2004-05-26 00:00:00.0","2020-11-25 00:00:00.0","181","116.583603","35.41826","20.4","2022-06-01 00:01:24.0","空车"
"鲁HT**69","联运","新捷达","64625128913","2016-09-30 00:00:00.0","2022-05-08 00:00:00.0","306","116.61201","35.419028","0.0","2022-06-01 00:01:24.0","空车"
"鲁HT**57","众鑫","新捷达","00085216163","2016-11-14 00:00:00.0","2016-11-14 00:00:00.0","95","116.36066","35.408073","66.7","2022-06-01 00:01:25.0","空车"
"鲁HT**88","交运","新捷达","64625128099","2003-11-01 00:00:00.0","2020-11-01 00:00:00.0","296","116.579428","35.403746","0.0","2022-06-01 00:01:25.0","空车"
"HDU**66","新交运","比亚迪秦","64625128217","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","2","116.610906","35.439046","18.5","2022-06-01 00:01:25.0","空车"
"鲁HT**58","北城","新桑塔纳","64625128739","2016-06-02 00:00:00.0","2022-06-01 00:00:00.0","111","116.610241","35.396298","0.0","2022-06-01 00:01:25.0","空车"
"鲁HT**90","交运","新悦动","64625129033","2002-09-24 00:00:00.0","2018-09-23 00:00:00.0","299","116.571765","35.413856","0.0","2022-06-01 00:01:25.0","空车"
"鲁HT**27","众鑫","新捷达","64625128940","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","234","117.294918","35.197323","0.0","2022-06-01 00:01:25.0","空车"
"鲁HT**75","交运","伊兰特","64625129248","2016-10-28 00:00:00.0","2016-10-28 00:00:00.0","90","116.581475","35.40481","0.0","2022-06-01 00:01:25.0","空车"
"鲁HT**06","汇通","新捷达","64625127995","2016-08-23 00:00:00.0","1900-01-01 00:00:00.0","87","116.618188","35.416003","25.4","2022-06-01 00:01:25.0","空车"
"鲁HT**13","联运","伊兰特","64644803001","2016-10-31 00:00:00.0","2016-10-31 00:00:00.0","345","116.681966","35.390726","0.0","2022-06-01 00:01:26.0","空车"
"鲁HT**32","汇通","伊兰特","64625127963","2016-07-22 00:00:00.0","1900-01-01 00:00:00.0","20","116.572186","35.43639","0.0","2022-06-01 00:01:26.0","空车"
"鲁HT**08","交运","新捷达","64625127890","2004-01-02 00:00:00.0","2020-07-01 00:00:00.0","351","116.54178","35.376648","0.0","2022-06-01 00:01:26.0","载客"
"HDT**62","新交运","比亚迪秦","64625129007","2016-11-19 00:00:00.0","2016-11-19 00:00:00.0","358","116.61835","35.411831","40.6","2022-06-01 00:01:26.0","空车"
"鲁HT**33","华通","新捷达","64625129229","2004-04-27 00:00:00.0","2020-10-26 00:00:00.0","186","116.579743","35.386143","49.8","2022-06-01 00:01:26.0","载客"
"鲁HT**68","交运","新捷达","00029780611","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","174","116.569131","35.388136","15.9","2022-06-01 00:01:26.0","空车"
"鲁HT**39","富达","悦动","64625128243","2003-07-02 00:00:00.0","2021-01-06 00:00:00.0","68","116.689958","35.434946","0.0","2022-06-01 00:01:26.0","空车"
"鲁HT**13","华通","悦动","64625129102","2005-12-19 00:00:00.0","2020-09-18 00:00:00.0","8","116.581298","35.404935","0.0","2022-06-01 00:01:26.0","空车"
"鲁HT**26","联运","悦动","64625128231","2004-04-15 00:00:00.0","2020-10-14 00:00:00.0","83","116.551655","35.421833","0.0","2022-06-01 00:01:26.0","空车"
"鲁HT**96","富达","新捷达","64625128525","2003-05-26 00:00:00.0","2020-05-25 00:00:00.0","90","116.557763","35.40568","39.5","2022-06-01 00:01:27.0","空车"
"鲁HT**08","富达","新捷达","64625128125","2001-01-01 00:00:00.0","2019-01-01 00:00:00.0","208","116.579908","35.387108","32.7","2022-06-01 00:01:27.0","载客"
"鲁HT**00","华通","新捷达","64625128446","2003-12-01 00:00:00.0","2020-06-18 00:00:00.0","105","116.573576","35.4351","0.0","2022-06-01 00:01:27.0","空车"
"鲁HT**79","新交运","新捷达","64625128776","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","10","116.598868","35.383175","0.0","2022-06-01 00:01:27.0","空车"
"鲁HT**72","联运","伊兰特","64625128311","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","65","116.587453","35.38617","0.0","2022-06-01 00:01:27.0","空车"
"鲁HT**78","富达","伊兰特","64625128783","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","191","116.609221","35.411918","0.0","2022-06-01 00:01:27.0","空车"
"鲁HT**78","北城","伊兰特","64625128648","2016-08-26 00:00:00.0","1900-01-01 00:00:00.0","104","116.67557","35.324203","0.0","2022-06-01 00:01:27.0","空车"
"HDS**09","交运","东风风神","64625128996","2004-02-23 00:00:00.0","2020-08-22 00:00:00.0","230","116.618953","35.440176","0.0","2022-06-01 00:01:27.0","空车"
"鲁HT**45","联运","伊兰特","64606915722","2004-06-04 00:00:00.0","2021-06-03 00:00:00.0","5","116.568321","35.388583","0.0","2022-06-01 00:01:27.0","空车"
"鲁HT**16","北城","新捷达","64625129223","2003-10-14 00:00:00.0","2021-04-13 00:00:00.0","195","116.626006","35.433328","0.0","2022-06-01 00:01:27.0","载客"
"鲁HT**17","交运","新捷达","64625128833","2016-07-04 00:00:00.0","1900-01-01 00:00:00.0","157","116.54594","35.376451","0.0","2022-06-01 00:01:28.0","空车"
"鲁HT**79","北城","伊兰特","64625128737","2004-01-12 00:00:00.0","2021-01-11 00:00:00.0","171","116.61839","35.399223","0.0","2022-06-01 00:01:28.0","空车"
"鲁HT**35","交运","新捷达","64625127869","2016-10-17 00:00:00.0","1900-01-01 00:00:00.0","126","116.559485","35.420268","20.2","2022-06-01 00:01:28.0","空车"
"鲁HT**16","华通","老捷达","64602345508","2004-03-29 00:00:00.0","2020-09-28 00:00:00.0","177","116.617888","35.427525","55.5","2022-06-01 00:01:28.0","载客"
"鲁HT**21","联运","新悦动","64625129087","2002-11-07 00:00:00.0","2018-11-06 00:00:00.0","156","116.577996","35.398778","0.0","2022-06-01 00:01:28.0","空车"
"鲁HT**22","北城","新捷达","64625129311","2004-05-24 00:00:00.0","2021-05-23 00:00:00.0","145","116.596345","35.43515","0.0","2022-06-01 00:01:28.0","空车"
"鲁HT**29","新交运","新捷达","00085182114","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","37","116.600286","35.409383","0.0","2022-06-01 00:01:28.0","空车"
"鲁HT**88","北城","新捷达","64625128972","2016-06-28 00:00:00.0","1900-01-01 00:00:00.0","82","116.582505","35.431303","0.0","2022-06-01 00:01:28.0","空车"
"鲁HT**33","交运","新捷达","64625128442","2016-08-24 00:00:00.0","1900-01-01 00:00:00.0","357","116.567513","35.35484","42.4","2022-06-01 00:01:28.0","空车"
