"车牌号","所属公司","所属区域","设备","营运开始时间","营运结束时间","设备编号","GPS经度","GPS纬度","速度","GPS时间","营运状态"
"苏MA2885","泰州交运","医药高新区","4576111591","2022-10-19 00:00:00.0","2022-02-19 00:00:00.0","808","119.993788","32.96033","3.5","2024-08-02 14:54:17.0000","空车"
"苏MX8838","泰州通达","兴化市","2395925222","2021-03-20 00:00:00.0","2024-01-13 00:00:00.0","920","119.986012","32.92383","0.0","2024-08-02 18:55:34.0000","空车"
"苏MX3347","泰州顺达","海陵区","8995059760","2023-11-04 00:00:00.0","2023-03-10 00:00:00.0","771","120.096826","32.670293","0.0","2024-08-02 17:03:47.0000","维修"
"苏MD3325","泰州联运","兴化市","1429416213","2018-09-26 00:00:00.0","1900-01-01 00:00:00.0","328","120.111985","32.569112","22.8","2024-08-02 18:20:17.0000","停运"
"苏MZ5680","泰州出租","高港区","7040502394","2018-06-23 00:00:00.0","1900-01-01 00:00:00.0","387","119.800363","33.100144","0.0","2024-08-02 07:54:33.0000","空车"
"苏MC3656","泰州联运","姜堰区","3067418686","2020-03-27 00:00:00.0","2020-05-01 00:00:00.0","405","119.923052","32.791029","53.7","2024-08-02 13:40:59.0000","载客"
"苏MG4570","泰州联运","泰兴市","6679017210","2023-01-16 00:00:00.0","2023-10-26 00:00:00.0","18","120.025794","32.565385","0.0","2024-08-02 07:36:49.0000","停运"
"苏MH6876","泰州华运","医药高新区","7040562787","2022-07-19 00:00:00.0","1900-01-01 00:00:00.0","533","119.825999","32.678967","0.0","2024-08-02 08:51:19.0000","载客"
"苏MS9969","泰州公交","兴化市","7767538527","2023-11-10 00:00:00.0","1900-01-01 00:00:00.0","539","120.19418","32.45107","25.9","2024-08-02 14:38:38.0000","空车"
"苏MY7112","泰州出租","泰兴市","8904911624","2021-07-24 00:00:00.0","1900-01-01 00:00:00.0","735","119.948686","32.420364","0.0","2024-08-02 20:51:54.0000","停运"
"苏MA9234","泰州顺达","靖江市","6516195409","2021-03-24 00:00:00.0","1900-01-01 00:00:00.0","837","119.784993","32.640156","16.8","2024-08-02 10:45:14.0000","空车"
"苏MG3443","泰州顺达","高港区","6679017210","2020-08-28 00:00:00.0","1900-01-01 00:00:00.0","64","119.853543","32.995368","10.0","2024-08-02 21:57:21.0000","空车"
"苏MD6722","泰州新运","姜堰区","7583090712","2020-07-19 00:00:00.0","2023-03-11 00:00:00.0","893","120.135425","32.730486","0.0","2024-08-02 13:12:32.0000","停运"
"苏MV5682","泰州交运","海陵区","6965096268","2018-03-20 00:00:00.0","2021-07-14 00:00:00.0","998","119.804691","32.761643","17.3","2024-08-02 18:31:21.0000","空车"
"苏ME7834","泰州交运","姜堰区","1851819913","2023-04-08 00:00:00.0","2024-05-05 00:00:00.0","115","119.965517","33.005478","0.0","2024-08-02 11:02:34.0000","空车"
"苏MT2472","泰州通达","姜堰区","6110572428","2023-03-11 00:00:00.0","2024-06-25 00:00:00.0","202","119.960144","32.764741","0.0","2024-08-02 13:19:10.0000","载客"
"苏MY7112","泰州联运","高港区","6083042422","2020-12-21 00:00:00.0","2023-11-09 00:00:00.0","799","119.765603","32.981735","17.7","2024-08-02 21:58:51.0000","空车"
"苏MH7342","泰州交运","泰兴市","2986972437","2023-03-07 00:00:00.0","2023-05-14 00:00:00.0","687","119.922157","32.492632","0.0","2024-08-02 15:03:42.0000","空车"
"苏MF6407","泰州公交","靖江市","3387104291","2019-10-07 00:00:00.0","2023-04-12 00:00:00.0","730","119.758867","32.975013","0.0","2024-08-02 16:17:39.0000","空车"
"苏MP2354","泰州宏运","姜堰区","8289454630","2022-11-16 00:00:00.0","1900-01-01 00:00:00.0","102","119.706375","32.587604","0.0","2024-08-02 09:02:35.0000","空车"
"苏MU7519","泰州宏运","姜堰区","3829742424","2020-11-11 00:00:00.0","2020-02-28 00:00:00.0","786","119.72504","32.6113","26.2","2024-08-02 17:06:57.0000","停运"
"苏ML8040","泰州顺达","兴化市","9950486177","2018-07-13 00:00:00.0","2020-07-23 00:00:00.0","881","119.834155","33.164071","11.2","2024-08-02 01:08:42.0000","空车"
"苏ML6638","泰州出租","泰兴市","8958199946","2021-10-22 00:00:00.0","2024-06-20 00:00:00.0","39","120.190785","32.981129","3.2","2024-08-02 18:41:56.0000","停运"
"苏MK4975","泰州交运","海陵区","6611903015","2022-12-19 00:00:00.0","1900-01-01 00:00:00.0","988","119.857119","32.60929","20.4","2024-08-02 13:31:07.0000","交接班"
"苏MC9793","泰州联运","兴化市","6879898071","2022-10-02 00:00:00.0","1900-01-01 00:00:00.0","966","120.038148","32.6766","0.0","2024-08-02 13:44:44.0000","维修"
"苏MR1679","泰州公交","医药高新区","3834820954","2023-07-13 00:00:00.0","2023-08-15 00:00:00.0","830","119.820446","32.793318","32.5","2024-08-02 13:30:54.0000","空车"
"苏MT4345","泰州宏运","泰兴市","8019198243","2018-02-26 00:00:00.0","2022-11-10 00:00:00.0","921","119.751322","32.922698","0.0","2024-08-02 06:31:28.0000","载客"
"苏MA1850","泰州联运","医药高新区","9805294274","2023-08-04 00:00:00.0","1900-01-01 00:00:00.0","684","119.980075","32.763568","14.2","2024-08-02 16:29:21.0000","载客"
"苏MQ8569","泰州新运","姜堰区","8449766493","2023-12-24 00:00:00.0","2024-10-07 00:00:00.0","202","119.722889","32.961677","0.0","2024-08-02 00:22:53.0000","空车"
"苏MS1127","泰州顺达","海陵区","2872852789","2021-08-22 00:00:00.0","2022-08-01 00:00:00.0","553","119.72325","33.005719","20.2","2024-08-02 21:25:13.0000","空车"
"苏MN4038","泰州新运","医药高新区","8996039244","2019-02-13 00:00:00.0","2023-06-17 00:00:00.0","912","119.788601","33.13693","0.0","2024-08-02 14:27:53.0000","载客"
"苏MG2738","泰州华运","姜堰区","6322520473","2023-12-17 00:00:00.0","1900-01-01 00:00:00.0","728","119.926423","33.176393","0.0","2024-08-02 12:38:58.0000","载客"
"苏MK5008","泰州联运","靖江市","9160639027","2019-09-18 00:00:00.0","2021-12-04 00:00:00.0","789","120.043306","32.971508","36.6","2024-08-02 17:59:35.0000","载客"
"苏MD3325","泰州通达","医药高新区","8699281063","2018-11-02 00:00:00.0","1900-01-01 00:00:00.0","778","119.706385","32.737909","0.0","2024-08-02 14:37:36.0000","空车"
"苏MV3346","泰州通达","高港区","9884231465","2023-09-28 00:00:00.0","1900-01-01 00:00:00.0","672","119.716153","33.002875","3.2","2024-08-02 23:43:16.0000","停运"
"苏MG4493","泰州华运","兴化市","9841118422","2023-05-07 00:00:00.0","2024-04-21 00:00:00.0","731","120.094056","32.733253","29.0","2024-08-02 08:50:50.0000","空车"
"苏MX3136","泰州通达","兴化市","2852408227","2022-02-13 00:00:00.0","1900-01-01 00:00:00.0","295","120.041329","32.541941","0.0","2024-08-02 18:34:47.0000","空车"
"苏MM5712","泰州顺达","兴化市","3775320897","2018-11-20 00:00:00.0","2020-08-26 00:00:00.0","596","119.777403","32.967751","0.0","2024-08-02 07:37:54.0000","空车"
"苏MU4439","泰州出租","靖江市","6197695041","2018-06-08 00:00:00.0","2023-06-11 00:00:00.0","379","119.95257","32.454541","0.0","2024-08-02 05:45:20.0000","载客"
"苏MG7015","泰州新运","医药高新区","6516195409","2019-11-20 00:00:00.0","2020-01-22 00:00:00.0","916","120.02465","33.001707","0.0","2024-08-02 08:48:39.0000","空车"
"苏MU6496","泰州新运","泰兴市","4803044105","2021-08-02 00:00:00.0","1900-01-01 00:00:00.0","677","120.155668","32.626263","11.3","2024-08-02 11:50:07.0000","维修"
"苏ML6638","泰州新运","海陵区","2886149718","2018-04-18 00:00:00.0","2023-07-21 00:00:00.0","846","119.805391","32.901546","6.5","2024-08-02 10:05:06.0000","载客"
"苏ME8287","泰州交运","海陵区","2840877826","2019-05-14 00:00:00.0","2024-07-14 00:00:00.0","333","119.788996","32.458598","0.0","2024-08-02 18:09:01.0000","空车"
"苏MX6393","泰州快运","海陵区","9881824272","2020-10-03 00:00:00.0","1900-01-01 00:00:00.0","958","119.736295","32.960706","35.3","2024-08-02 11:07:34.0000","交接班"
"苏MN3604","泰州出租","靖江市","9642614082","2023-03-10 00:00:00.0","2024-01-18 00:00:00.0","905","120.073377","32.575893","25.5","2024-08-02 11:52:42.0000","空车"
"苏ME5065","泰州新运","海陵区","2886149718","2023-09-05 00:00:00.0","1900-01-01 00:00:00.0","236","120.074148","32.643753","47.2","2024-08-02 07:00:36.0000","载客"
"苏MP7987","泰州新运","兴化市","9805294274","2022-08-11 00:00:00.0","2024-11-08 00:00:00.0","112","119.736572","32.91574","7.6","2024-08-02 08:11:42.0000","空车"
"苏MB8653","泰州宏运","姜堰区","5575615203","2020-06-14 00:00:00.0","1900-01-01 00:00:00.0","330","119.852838","32.893074","0.0","2024-08-02 15:57:12.0000","载客"
"苏MX3865","泰州顺达","高港区","2889238423","2020-08-18 00:00:00.0","1900-01-01 00:00:00.0","671","119.865781","32.943664","0.0","2024-08-02 18:45:47.0000","载客"
"苏MW5699","泰州联运","姜堰区","2886149718","2023-01-27 00:00:00.0","2024-10-07 00:00:00.0","938","120.013309","32.986836","26.8","2024-08-02 19:54:52.0000","维修"
"苏MQ9782","泰州出租","姜堰区","8528185058","2019-08-17 00:00:00.0","2022-06-17 00:00:00.0","20","120.145719","32.713999","0.0","2024-08-02 14:34:57.0000","停运"
"苏MU5640","泰州出租","兴化市","3370788647","2019-12-24 00:00:00.0","2021-01-08 00:00:00.0","789","119.983179","32.527378","0.0","2024-08-02 19:51:39.0000","停运"
"苏MK2694","泰州联运","靖江市","6520103410","2018-01-21 00:00:00.0","2023-09-21 00:00:00.0","859","119.880626","33.126181","0.0","2024-08-02 08:16:23.0000","载客"
"苏MJ2001","泰州出租","兴化市","5985704790","2021-04-17 00:00:00.0","2023-08-26 00:00:00.0","503","119.882648","32.92294","25.1","2024-08-02 19:16:37.0000","载客"
"苏MU5640","泰州公交","靖江市","4160930353","2023-02-22 00:00:00.0","1900-01-01 00:00:00.0","840","119.805759","32.914782","0.0","2024-08-02 13:08:28.0000","空车"
"苏MF8730","泰州联运","靖江市","2463320861","2022-10-06 00:00:00.0","1900-01-01 00:00:00.0","534","120.116682","32.528997","0.0","2024-08-02 17:30:43.0000","空车"
"苏ML6638","泰州出租","靖江市","8638257497","2023-12-22 00:00:00.0","2023-04-15 00:00:00.0","631","119.999679","33.166591","0.0","2024-08-02 20:09:03.0000","空车"
"苏MK4975","泰州快运","医药高新区","9051829827","2023-06-15 00:00:00.0","2023-04-13 00:00:00.0","404","120.011606","33.013992","0.0","2024-08-02 19:10:14.0000","空车"
"苏MB8784","泰州出租","靖江市","3387104291","2022-02-03 00:00:00.0","2022-10-18 00:00:00.0","857","119.937935","32.477039","1.3","2024-08-02 06:12:33.0000","交接班"
"苏MS5729","泰州华运","姜堰区","1140187131","2021-07-12 00:00:00.0","2021-07-05 00:00:00.0","270","120.048821","33.099859","0.0","2024-08-02 20:49:43.0000","停运"
"苏MK9194","泰州快运","靖江市","1346078411","2018-09-01 00:00:00.0","2019-12-26 00:00:00.0","333","119.794511","32.726917","23.7","2024-08-02 18:58:54.0000","载客"
"苏MN4038","泰州通达","医药高新区","2716495971","2019-07-18 00:00:00.0","2022-03-12 00:00:00.0","582","119.982335","32.828884","29.8","2024-08-02 11:09:27.0000","空车"
"苏MX8838","泰州出租","医药高新区","7291584955","2019-02-07 00:00:00.0","2021-09-20 00:00:00.0","723","119.759543","33.091064","0.0","2024-08-02 08:19:36.0000","交接班"
"苏MY3145","泰州宏运","靖江市","4218981849","2018-12-13 00:00:00.0","2021-10-21 00:00:00.0","543","119.73204","32.748302","0.0","2024-08-02 07:40:00.0000","空车"
"苏MG1921","泰州宏运","海陵区","2065972034","2022-09-17 00:00:00.0","2024-03-22 00:00:00.0","46","120.028442","32.561366","8.7","2024-08-02 17:38:03.0000","空车"
"苏ME5758","泰州华运","姜堰区","2889238423","2023-02-03 00:00:00.0","2024-06-27 00:00:00.0","293","119.902725","32.93573","0.0","2024-08-02 08:00:10.0000","空车"
"苏MY7112","泰州交运","姜堰区","5673181221","2020-02-26 00:00:00.0","2022-09-27 00:00:00.0","822","119.953119","32.540028","0.0","2024-08-02 15:12:29.0000","载客"
"苏MK1714","泰州顺达","医药高新区","9520940324","2018-05-03 00:00:00.0","2024-04-22 00:00:00.0","728","119.93036","32.767079","0.0","2024-08-02 17:24:36.0000","空车"
"苏MT2256","泰州交运","泰兴市","9251459094","2020-02-18 00:00:00.0","2023-06-12 00:00:00.0","233","119.824129","33.065742","0.0","2024-08-02 18:26:22.0000","载客"
"苏MU5455","泰州联运","高港区","6928678489","2019-10-12 00:00:00.0","1900-01-01 00:00:00.0","119","120.136371","32.988343","0.0","2024-08-02 07:47:43.0000","空车"
"苏MN7845","泰州新运","海陵区","5555296751","2022-05-16 00:00:00.0","1900-01-01 00:00:00.0","792","119.885598","33.078408","0.0","2024-08-02 20:43:42.0000","停运"
"苏MJ5854","泰州新运","医药高新区","9805294274","2023-03-15 00:00:00.0","2024-06-23 00:00:00.0","18","120.169827","32.738541","0.0","2024-08-02 11:48:36.0000","空车"
"苏MC8353","泰州顺达","靖江市","9190197115","2022-06-12 00:00:00.0","1900-01-01 00:00:00.0","444","119.793576","33.089474","0.0","2024-08-02 16:24:37.0000","空车"
"苏MA1850","泰州通达","兴化市","5014170428","2018-12-09 00:00:00.0","2022-07-28 00:00:00.0","400","119.76557","32.543911","0.0","2024-08-02 12:48:23.0000","空车"
"苏MX9988","泰州出租","兴化市","8422620843","2021-05-09 00:00:00.0","2021-07-04 00:00:00.0","717","120.197781","32.799678","15.6","2024-08-02 07:47:09.0000","载客"
"苏MX3347","泰州宏运","泰兴市","2224011538","2020-06-01 00:00:00.0","2022-11-20 00:00:00.0","213","119.880481","32.667725","0.0","2024-08-02 05:52:16.0000","停运"
"苏MP6696","泰州宏运","医药高新区","1348697524","2023-03-28 00:00:00.0","1900-01-01 00:00:00.0","837","120.144816","32.989221","0.0","2024-08-02 22:18:22.0000","空车"
"苏MR5029","泰州公交","高港区","9760623742","2021-05-15 00:00:00.0","2023-12-19 00:00:00.0","543","119.856741","32.6749","21.3","2024-08-02 12:39:36.0000","载客"
"苏MX6161","泰州联运","泰兴市","8325785916","2018-02-16 00:00:00.0","2018-07-17 00:00:00.0","793","120.071938","32.601318","6.4","2024-08-02 12:11:54.0000","空车"
"苏MJ1842","泰州通达","高港区","3105400301","2018-01-22 00:00:00.0","2020-08-15 00:00:00.0","901","119.842088","32.597917","4.0","2024-08-02 06:39:09.0000","维修"
"苏MQ9782","泰州快运","靖江市","9519284858","2022-05-12 00:00:00.0","2022-02-15 00:00:00.0","325","120.074456","32.765235","51.7","2024-08-02 14:08:44.0000","载客"
"苏MH2196","泰州新运","医药高新区","7060638140","2023-08-25 00:00:00.0","2023-07-26 00:00:00.0","309","119.76815","33.006635","0.0","2024-08-02 12:09:19.0000","载客"
"苏MT7680","泰州新运","兴化市","2395925222","2020-02-14 00:00:00.0","2024-10-26 00:00:00.0","720","119.781635","32.715802","11.8","2024-08-02 18:35:23.0000","空车"
"苏MX7294","泰州联运","医药高新区","3094011037","2021-05-23 00:00:00.0","2022-06-01 00:00:00.0","165","119.768312","32.454771","0.0","2024-08-02 09:47:34.0000","载客"
"苏ML5104","泰州通达","高港区","6737421496","2021-04-11 00:00:00.0","2024-06-15 00:00:00.0","723","120.063554","32.972157","0.0","2024-08-02 22:01:11.0000","空车"
"苏MV3346","泰州通达","医药高新区","3281169403","2020-07-27 00:00:00.0","1900-01-01 00:00:00.0","796","119.971596","32.713937","0.0","2024-08-02 10:53:48.0000","停运"
"苏MA8811","泰州宏运","泰兴市","7971399399","2020-06-06 00:00:00.0","2020-12-18 00:00:00.0","543","119.96057","33.016797","53.6","2024-08-02 11:28:15.0000","载客"
"苏MH2175","泰州交运","医药高新区","5070585433","2018-03-26 00:00:00.0","1900-01-01 00:00:00.0","132","120.186637","32.933356","0.0","2024-08-02 08:40:19.0000","载客"
"苏MN5997","泰州快运","高港区","6516195409","2022-06-25 00:00:00.0","2022-06-21 00:00:00.0","167","119.74474","32.697119","0.0","2024-08-02 18:00:02.0000","空车"
"苏MS6695","泰州宏运","泰兴市","4585915088","2018-08-23 00:00:00.0","2020-09-23 00:00:00.0","511","120.044625","32.554372","0.0","2024-08-02 07:14:20.0000","空车"
"苏MT4208","泰州通达","医药高新区","9824122054","2019-08-10 00:00:00.0","2023-06-15 00:00:00.0","10","120.157237","33.06508","0.0","2024-08-02 14:34:22.0000","空车"
"苏MA1850","泰州顺达","泰兴市","1632880459","2022-03-20 00:00:00.0","1900-01-01 00:00:00.0","429","120.183582","32.450673","5.8","2024-08-02 17:56:01.0000","载客"
"苏MJ1926","泰州出租","高港区","3090237817","2022-11-27 00:00:00.0","2023-09-20 00:00:00.0","728","119.80104","33.098794","0.0","2024-08-02 06:33:42.0000","空车"
"苏MA2703","泰州联运","泰兴市","1822873088","2018-06-18 00:00:00.0","2021-06-26 00:00:00.0","735","120.144884","32.793124","0.0","2024-08-02 04:14:38.0000","维修"
"苏MG7990","泰州通达","海陵区","9760623742","2022-07-07 00:00:00.0","1900-01-01 00:00:00.0","682","120.180293","33.155683","0.0","2024-08-02 19:17:33.0000","载客"
"苏MS6695","泰州公交","医药高新区","6404582459","2018-03-26 00:00:00.0","1900-01-01 00:00:00.0","421","119.878982","32.910899","0.0","2024-08-02 14:11:35.0000","载客"
"苏MC1143","泰州顺达","靖江市","2062073697","2021-12-11 00:00:00.0","2022-07-25 00:00:00.0","573","119.862327","33.19317","0.0","2024-08-02 16:34:38.0000","交接班"
"苏MY2887","泰州交运","姜堰区","7060638140","2019-04-28 00:00:00.0","2024-05-18 00:00:00.0","533","119.958805","32.87661","45.1","2024-08-02 11:28:28.0000","空车"
"苏MG8024","泰州通达","姜堰区","2536778950","2022-07-19 00:00:00.0","2024-02-24 00:00:00.0","342","119.824928","33.1117","0.0","2024-08-02 06:29:22.0000","空车"
"苏MC8409","泰州快运","泰兴市","6344160868","2018-06-12 00:00:00.0","2021-07-28 00:00:00.0","133","120.065395","32.640315","0.0","2024-08-02 07:52:57.0000","空车"
"苏MH2196","泰州交运","姜堰区","7583090712","2023-04-05 00:00:00.0","1900-01-01 00:00:00.0","759","119.859658","32.819507","0.0","2024-08-02 18:54:38.0000","空车"
"苏MC7726","泰州公交","高港区","9848621776","2021-10-24 00:00:00.0","1900-01-01 00:00:00.0","418","120.093184","32.745549","0.0","2024-08-02 22:48:38.0000","空车"
"苏MU3794","泰州宏运","靖江市","5474620894","2023-09-08 00:00:00.0","1900-01-01 00:00:00.0","282","119.897659","32.558487","0.0","2024-08-02 06:32:27.0000","载客"
"苏MG3443","泰州华运","兴化市","8958199946","2020-03-12 00:00:00.0","2023-10-05 00:00:00.0","461","119.795245","32.692214","0.0","2024-08-02 10:59:36.0000","载客"
"苏MY2743","泰州公交","海陵区","3021598245","2020-01-11 00:00:00.0","2020-05-15 00:00:00.0","492","119.821524","32.991665","4.5","2024-08-02 21:14:12.0000","维修"
"苏MS3001","泰州新运","靖江市","8159250505","2023-01-13 00:00:00.0","2023-05-06 00:00:00.0","71","119.9744","33.000284","29.8","2024-08-02 10:47:34.0000","载客"
"苏MS4159","泰州宏运","泰兴市","9805294274","2020-02-01 00:00:00.0","1900-01-01 00:00:00.0","914","119.733299","33.156141","19.9","2024-08-02 08:44:39.0000","停运"
"苏MM1595","泰州宏运","医药高新区","8722962486","2022-12-01 00:00:00.0","1900-01-01 00:00:00.0","954","119.74401","32.877685","0.0","2024-08-02 08:24:32.0000","停运"
"苏MC9476","泰州顺达","泰兴市","6083042422","2022-05-26 00:00:00.0","1900-01-01 00:00:00.0","273","120.012615","32.68153","0.0","2024-08-02 10:25:47.0000","停运"
"苏MX1622","泰州联运","高港区","6302109556","2022-11-20 00:00:00.0","2024-04-14 00:00:00.0","256","119.896423","32.673429","0.0","2024-08-02 20:52:01.0000","载客"
"苏MH3906","泰州新运","高港区","3964229896","2019-05-23 00:00:00.0","2023-03-14 00:00:00.0","940","119.769288","32.565406","0.0","2024-08-02 12:19:58.0000","维修"
"苏MC9476","泰州公交","靖江市","4110335359","2019-12-01 00:00:00.0","2022-07-10 00:00:00.0","463","120.05972","32.826369","0.0","2024-08-02 16:36:58.0000","维修"
"苏MU1141","泰州交运","医药高新区","5791662169","2019-11-01 00:00:00.0","2024-08-05 00:00:00.0","524","120.008473","33.188764","18.4","2024-08-02 07:12:06.0000","载客"
"苏MQ8080","泰州宏运","高港区","1651662547","2020-07-08 00:00:00.0","2021-04-03 00:00:00.0","191","119.813137","32.531029","0.0","2024-08-02 17:23:11.0000","停运"
"苏MP6696","泰州联运","兴化市","4576111591","2022-12-19 00:00:00.0","2024-11-23 00:00:00.0","815","119.720913","32.723893","11.5","2024-08-02 19:31:44.0000","空车"
"苏MQ7475","泰州新运","靖江市","4300636585","2023-01-07 00:00:00.0","1900-01-01 00:00:00.0","417","120.067585","32.716489","0.0","2024-08-02 13:28:29.0000","载客"
"苏ML6638","泰州通达","靖江市","7040562787","2018-12-17 00:00:00.0","1900-01-01 00:00:00.0","807","120.044976","33.135226","53.2","2024-08-02 18:18:29.0000","载客"
"苏MR8964","泰州宏运","靖江市","1164313410","2023-12-26 00:00:00.0","1900-01-01 00:00:00.0","760","120.147897","33.117294","34.5","2024-08-02 11:20:28.0000","空车"
"苏MP2940","泰州新运","泰兴市","5018948187","2021-09-13 00:00:00.0","1900-01-01 00:00:00.0","184","120.095533","32.70727","0.0","2024-08-02 06:45:28.0000","停运"
"苏MY5655","泰州出租","高港区","1957449367","2021-05-21 00:00:00.0","1900-01-01 00:00:00.0","930","119.725655","33.015325","0.0","2024-08-02 14:42:55.0000","载客"
"苏MQ5870","泰州宏运","兴化市","1822873088","2019-04-19 00:00:00.0","2022-07-15 00:00:00.0","91","119.971751","33.084329","0.0","2024-08-02 22:00:39.0000","停运"
"苏MS6695","泰州交运","高港区","8289454630","2023-10-27 00:00:00.0","2024-02-02 00:00:00.0","121","120.026638","32.518605","0.0","2024-08-02 08:35:17.0000","停运"
"苏MM6700","泰州新运","高港区","5452580287","2020-06-12 00:00:00.0","2020-07-27 00:00:00.0","573","120.074667","33.173035","0.0","2024-08-02 23:10:43.0000","空车"
"苏MH6876","泰州新运","兴化市","9950486177","2023-09-03 00:00:00.0","2024-07-20 00:00:00.0","878","120.047915","32.819717","3.4","2024-08-02 09:08:07.0000","载客"
"苏MD3242","泰州快运","靖江市","1480494664","2022-04-23 00:00:00.0","1900-01-01 00:00:00.0","208","120.064592","32.797118","0.0","2024-08-02 08:36:39.0000","维修"
"苏MR6568","泰州快运","兴化市","8289454630","2018-11-07 00:00:00.0","2020-02-10 00:00:00.0","317","119.866896","32.731233","0.0","2024-08-02 06:29:40.0000","载客"
"苏MA4009","泰州华运","泰兴市","7247886041","2023-08-16 00:00:00.0","2023-08-05 00:00:00.0","652","120.180056","32.855137","5.9","2024-08-02 18:07:43.0000","维修"
"苏MV8332","泰州华运","泰兴市","2549972386","2022-09-01 00:00:00.0","1900-01-01 00:00:00.0","711","119.960537","32.444818","0.0","2024-08-02 20:34:57.0000","载客"
"苏MD3242","泰州出租","姜堰区","4701485292","2019-10-20 00:00:00.0","2023-02-28 00:00:00.0","811","119.869576","33.072591","0.0","2024-08-02 18:56:50.0000","载客"
"苏MA9331","泰州华运","海陵区","4228856718","2019-09-10 00:00:00.0","1900-01-01 00:00:00.0","393","119.818821","32.797644","0.0","2024-08-02 17:20:45.0000","停运"
"苏MY2387","泰州交运","医药高新区","4275930923","2023-09-10 00:00:00.0","2023-02-27 00:00:00.0","970","119.950027","32.786131","0.0","2024-08-02 18:58:05.0000","停运"
"苏MQ8080","泰州公交","海陵区","1140187131","2018-02-17 00:00:00.0","2023-05-01 00:00:00.0","601","119.722015","32.648785","26.2","2024-08-02 08:02:29.0000","空车"
"苏ME7834","泰州通达","姜堰区","6141226746","2018-01-20 00:00:00.0","2018-04-18 00:00:00.0","368","120.086394","32.825821","8.3","2024-08-02 15:13:20.0000","空车"
"苏MM6700","泰州联运","高港区","5452580287","2019-01-16 00:00:00.0","2019-02-13 00:00:00.0","65","120.006631","32.456994","0.0","2024-08-02 09:45:51.0000","载客"
"苏MR5645","泰州通达","姜堰区","3668616333","2021-10-05 00:00:00.0","1900-01-01 00:00:00.0","831","120.056449","33.053954","16.1","2024-08-02 12:11:45.0000","停运"
"苏MT7014","泰州联运","高港区","5054834021","2019-12-22 00:00:00.0","2021-08-16 00:00:00.0","40","120.14785","32.514977","0.0","2024-08-02 06:19:43.0000","空车"
"苏MH7483","泰州通达","医药高新区","7482848011","2023-02-11 00:00:00.0","2023-05-18 00:00:00.0","482","119.987339","32.678892","0.0","2024-08-02 13:22:30.0000","载客"
"苏MS5682","泰州出租","兴化市","8449766493","2021-10-26 00:00:00.0","2022-03-22 00:00:00.0","695","119.870357","32.707053","17.8","2024-08-02 14:15:39.0000","交接班"
"苏MV6078","泰州快运","靖江市","7465682673","2018-10-04 00:00:00.0","2022-07-11 00:00:00.0","516","119.977544","32.770327","5.4","2024-08-02 18:45:36.0000","停运"
"苏MN5997","泰州出租","泰兴市","7060638140","2019-04-22 00:00:00.0","2021-10-26 00:00:00.0","945","119.965628","32.519373","0.0","2024-08-02 06:52:08.0000","载客"
"苏MX8838","泰州快运","海陵区","1429416213","2022-01-01 00:00:00.0","2023-02-28 00:00:00.0","298","119.955212","32.889193","25.6","2024-08-02 20:59:27.0000","空车"
"苏ME5065","泰州华运","兴化市","4110335359","2021-06-27 00:00:00.0","2023-11-05 00:00:00.0","147","119.972559","32.705252","14.3","2024-08-02 08:44:37.0000","空车"
"苏MV6078","泰州出租","海陵区","7658867789","2021-10-06 00:00:00.0","2024-09-27 00:00:00.0","470","120.102971","32.509776","74.7","2024-08-02 05:01:09.0000","载客"
"苏MX6393","泰州宏运","医药高新区","6379012098","2022-06-02 00:00:00.0","2024-08-23 00:00:00.0","387","120.056065","32.984731","0.0","2024-08-02 10:11:27.0000","停运"
"苏MC1233","泰州通达","兴化市","9895649328","2023-11-03 00:00:00.0","2024-10-02 00:00:00.0","935","119.961678","32.81356","7.4","2024-08-02 14:44:05.0000","载客"
"苏MV2949","泰州宏运","靖江市","2030213097","2018-12-20 00:00:00.0","2023-10-09 00:00:00.0","72","119.910508","32.987052","69.9","2024-08-02 14:00:30.0000","空车"
"苏MQ8569","泰州通达","兴化市","2015242176","2020-05-28 00:00:00.0","1900-01-01 00:00:00.0","769","119.952798","32.466008","43.9","2024-08-02 14:36:03.0000","空车"
"苏MJ4861","泰州顺达","医药高新区","2355268102","2022-01-11 00:00:00.0","2022-10-27 00:00:00.0","167","120.091264","32.540319","0.0","2024-08-02 15:58:37.0000","空车"
"苏MJ7235","泰州宏运","泰兴市","4464161270","2018-01-06 00:00:00.0","2021-05-16 00:00:00.0","774","119.805428","32.91006","10.4","2024-08-02 18:26:49.0000","载客"
"苏MX9988","泰州出租","靖江市","2995226582","2022-11-02 00:00:00.0","1900-01-01 00:00:00.0","554","119.705932","33.096222","52.4","2024-08-02 11:45:24.0000","载客"
"苏MR7289","泰州通达","姜堰区","1780520225","2023-12-08 00:00:00.0","2023-09-11 00:00:00.0","703","119.827672","33.041853","0.0","2024-08-02 21:27:39.0000","载客"
"苏MJ1097","泰州交运","兴化市","2734202799","2020-05-07 00:00:00.0","1900-01-01 00:00:00.0","644","119.751954","32.478159","0.0","2024-08-02 10:00:43.0000","空车"
"苏MK5008","泰州公交","海陵区","1189351213","2019-02-23 00:00:00.0","1900-01-01 00:00:00.0","311","119.764954","33.085153","27.0","2024-08-02 05:38:42.0000","载客"
