"车牌号","所属公司","所属区域","设备","营运开始时间","营运结束时间","设备编号","GPS经度","GPS纬度","速度","GPS时间","营运状态"
"苏MV4258","泰州市祥云出租车有限公司","姜堰区","3316787198","2020-03-11 00:00:00.0","1900-01-01 00:00:00.0","595","120.059008","32.537525","0.0","2024-08-02 10:44:14.0000","载客"
"苏MX2684","泰州市祥云出租车有限公司","姜堰区","6562457052","2023-04-18 00:00:00.0","1900-01-01 00:00:00.0","763","120.098092","32.556203","0.0","2024-08-02 14:16:05.0000","空车"
"苏MN6378","泰州市飞达出租车有限公司","海陵区","6169243284","2019-05-06 00:00:00.0","2023-08-20 00:00:00.0","159","119.905569","32.478951","0.0","2024-08-02 08:17:49.0000","空车"
"苏MC6539","泰州市苏中出租车有限公司","姜堰区","7628981661","2020-05-01 00:00:00.0","1900-01-01 00:00:00.0","833","120.123958","32.488581","0.0","2024-08-02 06:52:14.0000","载客"
"苏MG9288","泰州市宏运出租车有限公司","海陵区","5268845844","2020-12-23 00:00:00.0","1900-01-01 00:00:00.0","395","119.898106","32.486629","0.0","2024-08-02 09:30:01.0000","载客"
"苏MC6539","泰州市客运集团有限公司","姜堰区","7415801613","2021-02-01 00:00:00.0","1900-01-01 00:00:00.0","914","120.088865","32.480833","0.0","2024-08-02 09:03:18.0000","维修"
"苏MN8517","泰州市顺达出租车有限公司","高港区","2774884818","2019-04-17 00:00:00.0","1900-01-01 00:00:00.0","511","119.899888","32.208802","61.2","2024-08-02 08:24:32.0000","载客"
"苏MD2753","泰州市金鹰出租车有限公司","医药高新区","3367665472","2022-01-18 00:00:00.0","2022-03-11 00:00:00.0","928","119.837939","33.085011","0.0","2024-08-02 16:01:22.0000","空车"
"苏MD2232","泰州市飞达出租车有限公司","姜堰区","9503787171","2023-06-15 00:00:00.0","1900-01-01 00:00:00.0","221","120.074036","32.502743","0.0","2024-08-02 15:05:46.0000","停运"
"苏MA4770","泰州市金鹰出租车有限公司","姜堰区","8387664437","2023-03-11 00:00:00.0","1900-01-01 00:00:00.0","555","120.063525","32.532381","69.5","2024-08-02 14:43:51.0000","空车"
"苏MS3927","泰州市银盾出租车有限公司","医药高新区","8055556030","2020-04-04 00:00:00.0","1900-01-01 00:00:00.0","36","120.072805","32.612344","42.7","2024-08-02 08:53:56.0000","载客"
"苏MM7939","泰州市客运集团有限公司","海陵区","5306459450","2020-07-16 00:00:00.0","1900-01-01 00:00:00.0","177","119.889386","32.504588","39.4","2024-08-02 14:39:14.0000","载客"
"苏MC4582","泰州市祥云出租车有限公司","姜堰区","7415801613","2022-10-16 00:00:00.0","1900-01-01 00:00:00.0","897","120.125778","32.578824","0.0","2024-08-02 08:26:48.0000","维修"
"苏MM5333","泰州市银盾出租车有限公司","姜堰区","8625905455","2019-09-04 00:00:00.0","1900-01-01 00:00:00.0","856","120.109381","32.554247","0.0","2024-08-02 18:27:25.0000","维修"
"苏MD7965","泰州市客运集团有限公司","海陵区","2891100776","2021-05-15 00:00:00.0","1900-01-01 00:00:00.0","311","119.947381","32.503561","0.0","2024-08-02 18:15:33.0000","载客"
"苏MT4228","泰州市公共交通有限公司","高港区","1614685938","2021-08-01 00:00:00.0","1900-01-01 00:00:00.0","614","119.938545","32.217977","40.9","2024-08-02 15:57:09.0000","空车"
"苏MQ6180","泰州市公共交通有限公司","海陵区","2079770569","2023-10-06 00:00:00.0","1900-01-01 00:00:00.0","399","119.905406","32.481458","0.0","2024-08-02 18:05:16.0000","空车"
"苏MH5543","泰州市苏中出租车有限公司","海陵区","6246716604","2022-05-21 00:00:00.0","1900-01-01 00:00:00.0","930","119.883592","32.503841","0.0","2024-08-02 16:58:21.0000","载客"
"苏MQ5092","泰州市顺达出租车有限公司","靖江市","3987248494","2022-08-14 00:00:00.0","1900-01-01 00:00:00.0","625","119.702875","32.780451","34.8","2024-08-02 20:00:39.0000","载客"
"苏MP9976","泰州市客运集团有限公司","海陵区","2304963614","2021-06-03 00:00:00.0","1900-01-01 00:00:00.0","436","119.88257","32.495729","43.3","2024-08-02 09:35:17.0000","交接班"
"苏MC5681","泰州市苏中出租车有限公司","姜堰区","9381721143","2019-07-27 00:00:00.0","1900-01-01 00:00:00.0","309","120.053584","32.516019","13.1","2024-08-02 08:18:39.0000","维修"
"苏MJ8454","泰州市宏运出租车有限公司","高港区","8293928340","2023-02-16 00:00:00.0","1900-01-01 00:00:00.0","629","119.941205","32.269583","0.0","2024-08-02 07:44:55.0000","载客"
"苏MB9856","泰州市飞达出租车有限公司","海陵区","5354747485","2022-03-20 00:00:00.0","1900-01-01 00:00:00.0","307","119.919384","32.45908","0.0","2024-08-02 11:54:20.0000","载客"
"苏ME3621","泰州市飞达出租车有限公司","高港区","2304963614","2021-05-26 00:00:00.0","1900-01-01 00:00:00.0","317","119.936042","32.233379","5.3","2024-08-02 05:01:29.0000","空车"
"苏MJ3170","泰州市祥云出租车有限公司","高港区","4921003983","2022-08-26 00:00:00.0","1900-01-01 00:00:00.0","149","119.963204","32.296011","0.0","2024-08-02 16:07:43.0000","交接班"
"苏MW1090","泰州市顺达出租车有限公司","兴化市","3365835550","2021-09-18 00:00:00.0","1900-01-01 00:00:00.0","601","119.728011","33.049453","0.0","2024-08-02 08:29:57.0000","载客"
"苏MZ3546","泰州市苏中出租车有限公司","兴化市","5837082260","2023-07-06 00:00:00.0","1900-01-01 00:00:00.0","895","119.88762","32.637407","0.0","2024-08-02 17:56:50.0000","空车"
"苏ML5552","泰州市祥云出租车有限公司","高港区","9935429720","2019-06-26 00:00:00.0","1900-01-01 00:00:00.0","216","119.925191","32.223764","54.3","2024-08-02 15:20:45.0000","空车"
"苏MT3085","泰州市苏中出租车有限公司","海陵区","6562457052","2019-09-22 00:00:00.0","2020-12-02 00:00:00.0","480","119.941172","32.483843","0.0","2024-08-02 12:01:51.0000","空车"
"苏MH4657","泰州市客运集团有限公司","兴化市","5243939720","2021-01-19 00:00:00.0","1900-01-01 00:00:00.0","664","119.866645","33.010313","32.1","2024-08-02 16:33:07.0000","载客"
"苏MK7930","泰州市银盾出租车有限公司","高港区","8182649048","2023-09-17 00:00:00.0","1900-01-01 00:00:00.0","565","119.894932","32.211765","0.0","2024-08-02 10:12:18.0000","空车"
"苏MB9883","泰州市九龙出租车有限公司","海陵区","8239941612","2022-11-02 00:00:00.0","1900-01-01 00:00:00.0","65","119.903712","32.492928","0.0","2024-08-02 14:17:09.0000","空车"
"苏MB2776","泰州市金鹰出租车有限公司","兴化市","2647489402","2022-10-05 00:00:00.0","1900-01-01 00:00:00.0","831","120.035435","32.899029","0.0","2024-08-02 11:11:45.0000","停运"
"苏MM8066","泰州市九龙出租车有限公司","海陵区","6313758032","2021-06-15 00:00:00.0","1900-01-01 00:00:00.0","76","119.898064","32.512699","0.0","2024-08-02 07:19:43.0000","空车"
"苏MU2290","泰州市银盾出租车有限公司","高港区","8093179263","2019-05-18 00:00:00.0","1900-01-01 00:00:00.0","614","119.920569","32.250795","7.7","2024-08-02 07:30:29.0000","载客"
"苏MS1009","泰州市祥云出租车有限公司","海陵区","4431078106","2023-12-08 00:00:00.0","1900-01-01 00:00:00.0","695","119.921368","32.506974","15.9","2024-08-02 08:15:35.0000","载客"
"苏MX7211","泰州市飞达出租车有限公司","高港区","5667181604","2019-10-04 00:00:00.0","1900-01-01 00:00:00.0","620","119.962202","32.255509","0.0","2024-08-02 16:45:36.0000","停运"
"苏MH2654","泰州市九龙出租车有限公司","海陵区","2591589823","2022-09-10 00:00:00.0","1900-01-01 00:00:00.0","601","119.932849","32.490654","45.1","2024-08-02 10:41:42.0000","载客"
"苏MH5351","泰州市飞达出租车有限公司","泰兴市","8274273035","2021-02-19 00:00:00.0","1900-01-01 00:00:00.0","532","120.171667","32.613185","0.0","2024-08-02 08:43:56.0000","停运"
"苏MH2654","泰州市宏运出租车有限公司","海陵区","7608153267","2019-04-14 00:00:00.0","1900-01-01 00:00:00.0","413","119.948509","32.489202","0.0","2024-08-02 18:54:18.0000","空车"
"苏MJ6753","泰州市九龙出租车有限公司","海陵区","8833399096","2021-11-05 00:00:00.0","1900-01-01 00:00:00.0","83","119.91888","32.459735","37.2","2024-08-02 16:25:24.0000","空车"
"苏MW9346","泰州市公共交通有限公司","姜堰区","1367704871","2020-08-17 00:00:00.0","1900-01-01 00:00:00.0","849","120.095603","32.521586","20.1","2024-08-02 07:56:31.0000","载客"
"苏MM6000","泰州市飞达出租车有限公司","兴化市","7625464411","2021-01-02 00:00:00.0","1900-01-01 00:00:00.0","731","119.950864","32.565725","0.0","2024-08-02 11:14:11.0000","载客"
"苏MF8573","泰州市宏运出租车有限公司","医药高新区","8261111839","2019-04-16 00:00:00.0","1900-01-01 00:00:00.0","689","119.932468","32.945209","0.0","2024-08-02 07:30:44.0000","维修"
"苏MT2320","泰州市飞达出租车有限公司","泰兴市","5243939720","2023-12-11 00:00:00.0","1900-01-01 00:00:00.0","993","119.705392","32.774523","0.0","2024-08-02 15:34:51.0000","维修"
"苏MN2964","泰州市金鹰出租车有限公司","姜堰区","9730449971","2019-05-16 00:00:00.0","1900-01-01 00:00:00.0","527","120.107286","32.537814","12.3","2024-08-02 09:02:44.0000","载客"
"苏MX2876","泰州市金鹰出租车有限公司","海陵区","4248149900","2021-03-09 00:00:00.0","1900-01-01 00:00:00.0","251","119.922268","32.5019","44.8","2024-08-02 18:17:16.0000","载客"
"苏ML5552","泰州市公共交通有限公司","高港区","4574027737","2022-12-21 00:00:00.0","1900-01-01 00:00:00.0","601","119.963761","32.282172","15.3","2024-08-02 08:33:55.0000","空车"
"苏MB2796","泰州市苏中出租车有限公司","海陵区","2503068227","2022-08-09 00:00:00.0","1900-01-01 00:00:00.0","901","119.932231","32.471096","18.3","2024-08-02 06:16:48.0000","空车"
"苏MV8119","泰州市银盾出租车有限公司","姜堰区","5482431018","2021-06-09 00:00:00.0","1900-01-01 00:00:00.0","110","120.141771","32.484102","28.9","2024-08-02 05:59:51.0000","载客"
"苏MZ6559","泰州市宏运出租车有限公司","姜堰区","7186766399","2019-01-14 00:00:00.0","1900-01-01 00:00:00.0","116","120.081327","32.579321","0.0","2024-08-02 15:25:29.0000","空车"
"苏MF5563","泰州市客运集团有限公司","姜堰区","7311011808","2019-12-04 00:00:00.0","1900-01-01 00:00:00.0","629","120.109414","32.485688","34.3","2024-08-02 10:46:18.0000","载客"
"苏MH5543","泰州市公共交通有限公司","海陵区","7671625956","2021-07-23 00:00:00.0","2023-05-06 00:00:00.0","809","119.926233","32.47062","0.0","2024-08-02 10:48:57.0000","载客"
"苏MM3426","泰州市客运集团有限公司","医药高新区","5975196341","2023-07-06 00:00:00.0","1900-01-01 00:00:00.0","121","119.920287","32.585265","0.0","2024-08-02 09:03:24.0000","维修"
"苏MJ8019","泰州市金鹰出租车有限公司","海陵区","4403845222","2019-01-22 00:00:00.0","1900-01-01 00:00:00.0","165","119.930928","32.454929","5.5","2024-08-02 14:27:13.0000","载客"
"苏MC4848","泰州市顺达出租车有限公司","高港区","3698305085","2022-12-27 00:00:00.0","1900-01-01 00:00:00.0","134","119.961228","32.272777","0.0","2024-08-02 19:36:00.0000","空车"
"苏MY2139","泰州市银盾出租车有限公司","靖江市","2591589823","2023-01-13 00:00:00.0","1900-01-01 00:00:00.0","316","120.120591","32.638044","12.2","2024-08-02 10:19:25.0000","空车"
"苏MV4450","泰州市公共交通有限公司","高港区","7961674558","2020-08-13 00:00:00.0","1900-01-01 00:00:00.0","563","119.88357","32.218946","0.0","2024-08-02 19:40:44.0000","停运"
"苏MM6139","泰州市客运集团有限公司","海陵区","6805759868","2023-08-22 00:00:00.0","2023-12-19 00:00:00.0","248","119.882997","32.505144","0.0","2024-08-02 13:53:51.0000","交接班"
"苏MV1434","泰州市飞达出租车有限公司","海陵区","7751356568","2019-08-20 00:00:00.0","1900-01-01 00:00:00.0","615","119.881006","32.495415","27.6","2024-08-02 06:09:31.0000","交接班"
"苏MK4443","泰州市公共交通有限公司","海陵区","3667292043","2023-09-05 00:00:00.0","1900-01-01 00:00:00.0","997","119.938513","32.473614","15.1","2024-08-02 17:06:07.0000","空车"
"苏MM2127","泰州市公共交通有限公司","海陵区","1654477195","2019-03-04 00:00:00.0","1900-01-01 00:00:00.0","657","119.928741","32.479061","16.0","2024-08-02 16:37:11.0000","维修"
"苏MX7211","泰州市客运集团有限公司","海陵区","4070964768","2022-12-05 00:00:00.0","1900-01-01 00:00:00.0","665","119.925623","32.45624","38.3","2024-08-02 16:01:56.0000","交接班"
"苏MC9727","泰州市飞达出租车有限公司","姜堰区","6204041308","2023-04-07 00:00:00.0","1900-01-01 00:00:00.0","552","120.058802","32.541205","36.0","2024-08-02 13:26:15.0000","空车"
"苏MH3881","泰州市九龙出租车有限公司","姜堰区","9467483275","2022-08-06 00:00:00.0","1900-01-01 00:00:00.0","954","120.077643","32.545933","0.0","2024-08-02 15:55:48.0000","载客"
"苏MH2104","泰州市金鹰出租车有限公司","姜堰区","6554972315","2023-03-06 00:00:00.0","1900-01-01 00:00:00.0","506","120.095315","32.569008","0.0","2024-08-02 06:23:18.0000","空车"
"苏MF5349","泰州市银盾出租车有限公司","海陵区","2952996248","2022-04-13 00:00:00.0","2022-08-19 00:00:00.0","506","119.902798","32.49738","13.2","2024-08-02 07:15:46.0000","空车"
"苏MD7311","泰州市祥云出租车有限公司","海陵区","3294092753","2023-01-09 00:00:00.0","1900-01-01 00:00:00.0","882","119.924241","32.500387","54.0","2024-08-02 18:09:13.0000","空车"
"苏MY5956","泰州市金鹰出租车有限公司","海陵区","3667292043","2020-02-14 00:00:00.0","2023-04-19 00:00:00.0","494","119.946693","32.50562","41.6","2024-08-02 12:10:48.0000","载客"
"苏MT8350","泰州市银盾出租车有限公司","高港区","5010075517","2019-07-02 00:00:00.0","1900-01-01 00:00:00.0","491","119.939177","32.289182","0.0","2024-08-02 09:46:27.0000","载客"
"苏MN8517","泰州市顺达出租车有限公司","海陵区","1614685938","2021-05-08 00:00:00.0","1900-01-01 00:00:00.0","102","119.928521","32.502716","0.0","2024-08-02 11:25:30.0000","空车"
"苏MY8144","泰州市飞达出租车有限公司","医药高新区","8969097897","2022-12-21 00:00:00.0","1900-01-01 00:00:00.0","652","119.769312","32.724632","9.6","2024-08-02 13:19:10.0000","维修"
"苏MY7291","泰州市金鹰出租车有限公司","姜堰区","2982979741","2023-06-24 00:00:00.0","2024-01-04 00:00:00.0","402","120.11125","32.549805","10.2","2024-08-02 11:44:21.0000","载客"
"苏MJ1832","泰州市宏运出租车有限公司","海陵区","6065662867","2022-12-25 00:00:00.0","1900-01-01 00:00:00.0","992","119.89433","32.499654","54.8","2024-08-02 12:02:23.0000","空车"
"苏MX5915","泰州市金鹰出租车有限公司","姜堰区","6341783555","2023-02-16 00:00:00.0","1900-01-01 00:00:00.0","704","120.056337","32.507715","0.0","2024-08-02 16:48:14.0000","载客"
"苏MQ6977","泰州市顺达出租车有限公司","海陵区","4748302739","2020-08-05 00:00:00.0","2024-11-01 00:00:00.0","310","119.900186","32.512856","52.2","2024-08-02 12:23:51.0000","空车"
"苏MX2876","泰州市银盾出租车有限公司","高港区","7763765757","2020-09-21 00:00:00.0","1900-01-01 00:00:00.0","602","119.909152","32.264468","0.0","2024-08-02 21:34:59.0000","维修"
"苏MG7888","泰州市宏运出租车有限公司","高港区","7248258423","2020-08-12 00:00:00.0","2020-03-12 00:00:00.0","301","119.969828","32.256725","0.0","2024-08-02 15:50:20.0000","载客"
"苏MV6310","泰州市金鹰出租车有限公司","医药高新区","9333490239","2019-06-19 00:00:00.0","1900-01-01 00:00:00.0","276","120.04643","32.987532","8.8","2024-08-02 20:39:59.0000","空车"
"苏ME4527","泰州市银盾出租车有限公司","海陵区","8543865915","2022-08-25 00:00:00.0","1900-01-01 00:00:00.0","479","119.891382","32.487791","0.0","2024-08-02 08:35:45.0000","维修"
"苏MZ3780","泰州市金鹰出租车有限公司","靖江市","1521521078","2022-06-23 00:00:00.0","1900-01-01 00:00:00.0","500","120.077081","33.078724","63.3","2024-08-02 08:47:34.0000","载客"
"苏MU1651","泰州市祥云出租车有限公司","兴化市","7166868574","2023-09-08 00:00:00.0","1900-01-01 00:00:00.0","795","119.746241","32.712181","0.0","2024-08-02 07:35:07.0000","载客"
"苏MB2776","泰州市宏运出租车有限公司","海陵区","8612747444","2020-12-28 00:00:00.0","1900-01-01 00:00:00.0","405","119.922355","32.472243","48.2","2024-08-02 08:05:34.0000","空车"
"苏MU1651","泰州市宏运出租车有限公司","海陵区","9929101065","2020-12-14 00:00:00.0","1900-01-01 00:00:00.0","434","119.931907","32.512146","0.0","2024-08-02 05:22:22.0000","载客"
"苏MZ5315","泰州市金鹰出租车有限公司","医药高新区","2304963614","2019-07-21 00:00:00.0","2022-03-18 00:00:00.0","483","119.867708","32.767711","41.8","2024-08-02 17:38:05.0000","空车"
"苏MU8811","泰州市顺达出租车有限公司","兴化市","3115806625","2020-01-26 00:00:00.0","1900-01-01 00:00:00.0","278","119.992604","32.611395","0.0","2024-08-02 08:53:24.0000","载客"
"苏MX3041","泰州市金鹰出租车有限公司","海陵区","6075963527","2022-02-20 00:00:00.0","1900-01-01 00:00:00.0","605","119.925135","32.513476","0.0","2024-08-02 20:53:40.0000","载客"
"苏MS6067","泰州市银盾出租车有限公司","姜堰区","5418232833","2020-06-06 00:00:00.0","1900-01-01 00:00:00.0","379","120.075954","32.481755","8.7","2024-08-02 14:55:16.0000","载客"
"苏MU8811","泰州市宏运出租车有限公司","泰兴市","6726515966","2020-09-11 00:00:00.0","2022-05-22 00:00:00.0","724","120.083221","32.759707","0.0","2024-08-02 15:22:03.0000","空车"
"苏MZ5315","泰州市苏中出租车有限公司","海陵区","3987248494","2023-04-27 00:00:00.0","1900-01-01 00:00:00.0","928","119.90884","32.504517","33.3","2024-08-02 07:37:22.0000","空车"
"苏MB2796","泰州市客运集团有限公司","海陵区","9633533290","2023-06-06 00:00:00.0","1900-01-01 00:00:00.0","39","119.889731","32.498374","0.0","2024-08-02 11:58:04.0000","停运"
"苏MQ1053","泰州市金鹰出租车有限公司","海陵区","1674555072","2022-07-02 00:00:00.0","1900-01-01 00:00:00.0","43","119.909736","32.518678","7.8","2024-08-02 08:54:44.0000","空车"
"苏MB8527","泰州市金鹰出租车有限公司","海陵区","5837082260","2021-01-03 00:00:00.0","1900-01-01 00:00:00.0","774","119.888666","32.456755","19.7","2024-08-02 12:58:16.0000","空车"
"苏MV6310","泰州市飞达出租车有限公司","高港区","6562457052","2021-03-25 00:00:00.0","1900-01-01 00:00:00.0","752","119.961959","32.206834","18.2","2024-08-02 20:22:22.0000","载客"
"苏MS6067","泰州市飞达出租车有限公司","高港区","4524233168","2020-09-08 00:00:00.0","1900-01-01 00:00:00.0","789","119.898085","32.295775","0.0","2024-08-02 19:58:32.0000","空车"
"苏MJ6573","泰州市银盾出租车有限公司","海陵区","2893321208","2022-10-24 00:00:00.0","1900-01-01 00:00:00.0","871","119.885757","32.50055","0.0","2024-08-02 07:07:33.0000","空车"
"苏MA4164","泰州市公共交通有限公司","兴化市","4748302739","2019-07-15 00:00:00.0","1900-01-01 00:00:00.0","702","119.883721","33.057357","0.0","2024-08-02 08:26:18.0000","载客"
"苏ME5040","泰州市公共交通有限公司","医药高新区","7374584386","2022-05-25 00:00:00.0","1900-01-01 00:00:00.0","605","119.99748","32.637042","52.5","2024-08-02 07:25:25.0000","交接班"
"苏MX2684","泰州市顺达出租车有限公司","姜堰区","2647489402","2019-02-09 00:00:00.0","1900-01-01 00:00:00.0","246","120.098453","32.520444","0.0","2024-08-02 16:51:41.0000","载客"
"苏MF7065","泰州市客运集团有限公司","海陵区","4145461251","2023-08-26 00:00:00.0","1900-01-01 00:00:00.0","310","119.890692","32.497544","7.4","2024-08-02 06:47:03.0000","空车"
"苏MY5956","泰州市宏运出租车有限公司","医药高新区","9697414638","2022-08-15 00:00:00.0","1900-01-01 00:00:00.0","191","119.915203","32.422119","37.7","2024-08-02 13:16:34.0000","空车"
"苏MN6378","泰州市金鹰出租车有限公司","海陵区","5071897791","2023-10-16 00:00:00.0","1900-01-01 00:00:00.0","884","119.91982","32.503481","0.0","2024-08-02 18:10:31.0000","载客"
"苏MA5978","泰州市飞达出租车有限公司","海陵区","7750819485","2021-06-26 00:00:00.0","1900-01-01 00:00:00.0","37","119.902434","32.518445","0.0","2024-08-02 13:25:16.0000","空车"
"苏MJ5616","泰州市银盾出租车有限公司","姜堰区","8556573246","2021-02-11 00:00:00.0","1900-01-01 00:00:00.0","561","120.114808","32.504761","27.8","2024-08-02 11:27:22.0000","空车"
"苏MG8541","泰州市宏运出租车有限公司","海陵区","7199283151","2023-02-26 00:00:00.0","1900-01-01 00:00:00.0","717","119.921159","32.498717","57.6","2024-08-02 06:42:55.0000","空车"
"苏MK3584","泰州市飞达出租车有限公司","海陵区","1795212538","2023-04-10 00:00:00.0","1900-01-01 00:00:00.0","314","119.914787","32.480519","45.7","2024-08-02 10:32:51.0000","交接班"
"苏MC4456","泰州市公共交通有限公司","海陵区","2952996248","2019-11-27 00:00:00.0","1900-01-01 00:00:00.0","833","119.936083","32.454709","0.0","2024-08-02 17:39:47.0000","空车"
"苏MC6539","泰州市祥云出租车有限公司","姜堰区","1293864877","2023-03-19 00:00:00.0","1900-01-01 00:00:00.0","686","120.126344","32.525323","0.0","2024-08-02 12:34:20.0000","空车"
"苏MJ6753","泰州市客运集团有限公司","海陵区","2591414076","2022-06-28 00:00:00.0","1900-01-01 00:00:00.0","75","119.896826","32.482374","24.1","2024-08-02 09:40:34.0000","交接班"
"苏MB6138","泰州市金鹰出租车有限公司","姜堰区","6458544482","2021-08-16 00:00:00.0","1900-01-01 00:00:00.0","456","120.061356","32.520587","0.0","2024-08-02 18:17:52.0000","空车"
"苏MS1009","泰州市苏中出租车有限公司","海陵区","9935429720","2022-01-02 00:00:00.0","2022-06-20 00:00:00.0","315","119.926107","32.506248","0.0","2024-08-02 15:02:12.0000","维修"
"苏MS9004","泰州市祥云出租车有限公司","姜堰区","2591589823","2023-09-09 00:00:00.0","1900-01-01 00:00:00.0","102","120.061193","32.494056","28.3","2024-08-02 19:26:57.0000","载客"
"苏ML5272","泰州市飞达出租车有限公司","海陵区","8293928340","2020-04-09 00:00:00.0","1900-01-01 00:00:00.0","270","119.896516","32.502386","0.0","2024-08-02 14:49:51.0000","空车"
"苏ME9348","泰州市宏运出租车有限公司","高港区","8543865915","2021-05-01 00:00:00.0","1900-01-01 00:00:00.0","936","119.907773","32.224635","8.6","2024-08-02 13:23:44.0000","载客"
"苏MU4150","泰州市金鹰出租车有限公司","海陵区","8331319481","2020-08-13 00:00:00.0","1900-01-01 00:00:00.0","993","119.929043","32.494726","43.7","2024-08-02 17:42:51.0000","载客"
"苏MX4853","泰州市九龙出租车有限公司","海陵区","2591589823","2022-01-09 00:00:00.0","2023-08-24 00:00:00.0","432","119.944112","32.512317","27.0","2024-08-02 19:58:16.0000","载客"
"苏ME5339","泰州市金鹰出租车有限公司","海陵区","6458544482","2019-01-21 00:00:00.0","1900-01-01 00:00:00.0","655","119.931046","32.479461","0.0","2024-08-02 16:56:58.0000","空车"
"苏MM7658","泰州市金鹰出租车有限公司","高港区","4530959836","2020-10-22 00:00:00.0","1900-01-01 00:00:00.0","971","119.90496","32.211083","24.2","2024-08-02 17:08:00.0000","载客"
"苏MX9797","泰州市苏中出租车有限公司","高港区","6534540349","2022-07-27 00:00:00.0","2022-01-01 00:00:00.0","955","119.90818","32.232758","0.0","2024-08-02 12:55:47.0000","空车"
"苏MH3724","泰州市客运集团有限公司","姜堰区","7374584386","2019-12-17 00:00:00.0","1900-01-01 00:00:00.0","952","120.064925","32.540039","53.4","2024-08-02 19:29:12.0000","载客"
"苏MH8749","泰州市九龙出租车有限公司","兴化市","9908115095","2020-10-07 00:00:00.0","2022-12-22 00:00:00.0","203","120.073222","32.586342","0.0","2024-08-02 17:31:07.0000","载客"
"苏MA3615","泰州市金鹰出租车有限公司","姜堰区","6789448659","2020-06-23 00:00:00.0","1900-01-01 00:00:00.0","227","120.086964","32.570733","16.5","2024-08-02 08:50:09.0000","空车"
"苏MT2604","泰州市公共交通有限公司","海陵区","8588769565","2023-12-24 00:00:00.0","1900-01-01 00:00:00.0","15","119.896439","32.4733","49.9","2024-08-02 15:47:38.0000","停运"
"苏MM4441","泰州市苏中出租车有限公司","海陵区","7608153267","2022-03-03 00:00:00.0","1900-01-01 00:00:00.0","553","119.891891","32.462556","0.0","2024-08-02 13:24:19.0000","空车"
"苏MB8527","泰州市顺达出租车有限公司","医药高新区","8721631198","2021-10-27 00:00:00.0","1900-01-01 00:00:00.0","280","119.880296","32.5967","0.0","2024-08-02 07:07:20.0000","维修"
"苏MV5930","泰州市宏运出租车有限公司","泰兴市","3971203213","2020-01-16 00:00:00.0","1900-01-01 00:00:00.0","732","119.919995","32.845657","0.0","2024-08-02 12:10:20.0000","空车"
"苏MA5978","泰州市顺达出租车有限公司","医药高新区","6698759353","2020-02-12 00:00:00.0","1900-01-01 00:00:00.0","899","119.92888","32.792598","0.0","2024-08-02 12:57:59.0000","载客"
"苏MX2389","泰州市飞达出租车有限公司","高港区","9935429720","2022-02-08 00:00:00.0","1900-01-01 00:00:00.0","703","119.977163","32.258355","0.0","2024-08-02 08:10:47.0000","载客"
"苏MV2040","泰州市银盾出租车有限公司","泰兴市","4735334423","2022-08-21 00:00:00.0","2024-11-01 00:00:00.0","347","119.861769","32.474249","0.0","2024-08-02 18:01:18.0000","载客"
"苏MW4919","泰州市九龙出租车有限公司","海陵区","6756711494","2023-07-03 00:00:00.0","1900-01-01 00:00:00.0","192","119.902622","32.495055","0.0","2024-08-02 15:28:20.0000","空车"
"苏MB6168","泰州市九龙出租车有限公司","海陵区","6242173772","2022-12-26 00:00:00.0","2024-10-05 00:00:00.0","377","119.925302","32.478168","53.1","2024-08-02 21:55:25.0000","空车"
"苏MX3851","泰州市祥云出租车有限公司","海陵区","9929101065","2020-07-21 00:00:00.0","1900-01-01 00:00:00.0","51","119.886316","32.492024","0.0","2024-08-02 17:32:12.0000","空车"
"苏ME7126","泰州市宏运出租车有限公司","姜堰区","2893321208","2021-03-05 00:00:00.0","1900-01-01 00:00:00.0","317","120.096822","32.488397","0.0","2024-08-02 21:43:14.0000","交接班"
"苏MN2291","泰州市公共交通有限公司","高港区","5064162365","2021-06-09 00:00:00.0","1900-01-01 00:00:00.0","797","119.921302","32.251065","0.0","2024-08-02 13:18:36.0000","载客"
"苏MX8787","泰州市祥云出租车有限公司","海陵区","5184564874","2023-05-11 00:00:00.0","2023-04-06 00:00:00.0","90","119.900835","32.511373","16.4","2024-08-02 07:42:29.0000","载客"
"苏MH3417","泰州市客运集团有限公司","海陵区","8531118333","2023-12-16 00:00:00.0","1900-01-01 00:00:00.0","842","119.913398","32.462021","26.7","2024-08-02 18:06:27.0000","停运"
"苏MM4441","泰州市公共交通有限公司","海陵区","9354542654","2022-11-05 00:00:00.0","1900-01-01 00:00:00.0","456","119.937118","32.463356","9.7","2024-08-02 15:44:43.0000","空车"
"苏MS2743","泰州市祥云出租车有限公司","海陵区","7763765757","2019-08-19 00:00:00.0","1900-01-01 00:00:00.0","311","119.931715","32.513169","0.0","2024-08-02 07:49:29.0000","载客"
"苏MJ2137","泰州市顺达出租车有限公司","高港区","1293864877","2023-10-24 00:00:00.0","1900-01-01 00:00:00.0","704","119.979903","32.273108","0.0","2024-08-02 06:00:06.0000","空车"
"苏MV1434","泰州市飞达出租车有限公司","高港区","4747699292","2021-08-23 00:00:00.0","1900-01-01 00:00:00.0","175","119.94483","32.226785","32.3","2024-08-02 08:03:33.0000","载客"
