"车牌号","所属公司","所属区域","设备","营运开始时间","营运结束时间","设备编号","GPS经度","GPS纬度","速度","GPS时间","营运状态"
"鲁HB2001","济宁通达","曲阜市","6833713075","2002-01-24 00:00:00.0","1900-01-01 00:00:00.0","572","116.793776","35.262923","0.0","2022-06-01 13:04:44.0000","交接班"
"鲁HK9265","济宁通达","邹城市","3118358664","2005-05-22 00:00:00.0","2007-12-01 00:00:00.0","709","116.331583","35.434586","0.0","2022-06-01 10:18:57.0000","载客"
"鲁HC1317","济宁交运","邹城市","5024212719","2006-09-08 00:00:00.0","2010-10-17 00:00:00.0","740","116.381093","35.059386","0.0","2022-06-01 14:19:30.0000","维修"
"鲁HS8504","济宁交运","鱼台县","1062138799","2014-10-01 00:00:00.0","2018-03-01 00:00:00.0","741","116.856691","35.326568","17.5","2022-06-01 13:11:59.0000","载客"
"鲁HV5229","济宁联运","鱼台县","5409706617","2008-07-15 00:00:00.0","1900-01-01 00:00:00.0","484","116.058607","35.489115","0.0","2022-06-01 17:14:32.0000","交接班"
"鲁HF6640","济宁新运","梁山县","8723988083","2006-02-18 00:00:00.0","2020-06-02 00:00:00.0","190","116.404266","35.371372","0.0","2022-06-01 04:33:22.0000","载客"
"鲁HR8650","济宁华运","微山县","6188276576","2005-12-11 00:00:00.0","1900-01-01 00:00:00.0","187","116.798579","35.162252","71.0","2022-06-01 01:08:50.0000","空车"
"鲁HH8169","济宁顺达","微山县","8034594633","2011-03-11 00:00:00.0","2019-08-03 00:00:00.0","451","116.291474","35.435715","57.6","2022-06-01 07:11:33.0000","空车"
"鲁HS5012","济宁出租","任城区","6425375892","2014-01-10 00:00:00.0","2019-06-11 00:00:00.0","814","116.685573","35.229625","2.2","2022-06-01 05:44:10.0000","载客"
"鲁HD9318","济宁华运","曲阜市","7914937905","2017-03-24 00:00:00.0","2021-05-26 00:00:00.0","117","116.57401","35.212383","39.7","2022-06-01 19:12:24.0000","停运"
"鲁HL1036","鲁南出租","微山县","9414810527","2009-02-09 00:00:00.0","1900-01-01 00:00:00.0","650","116.500778","35.029487","0.0","2022-06-01 20:11:25.0000","空车"
"鲁HZ2597","济宁公交","泗水县","6093521760","2014-11-24 00:00:00.0","1900-01-01 00:00:00.0","941","116.512848","35.297621","40.2","2022-06-01 08:03:03.0000","载客"
"鲁HQ2639","济宁通达","金乡县","2825260080","2013-10-01 00:00:00.0","1900-01-01 00:00:00.0","13","116.537415","35.197323","1.3","2022-06-01 21:05:45.0000","空车"
"鲁HM6395","济宁交运","鱼台县","3040814551","2010-08-18 00:00:00.0","1900-01-01 00:00:00.0","422","116.236865","35.152556","58.7","2022-06-01 20:42:08.0000","交接班"
"鲁HV4760","济宁联运","梁山县","7914937905","2007-01-13 00:00:00.0","1900-01-01 00:00:00.0","499","116.660459","35.595717","10.6","2022-06-01 10:45:23.0000","空车"
"鲁HF9286","济宁新运","泗水县","7550754317","2002-05-11 00:00:00.0","2021-01-16 00:00:00.0","105","116.076067","35.48605","0.0","2022-06-01 14:31:07.0000","空车"
"鲁HL2322","济宁华运","微山县","6734846430","2004-12-01 00:00:00.0","2019-09-10 00:00:00.0","848","116.593514","35.048726","11.3","2022-06-01 07:03:39.0000","空车"
"鲁HT2480","济宁交运","微山县","1707679790","2002-10-21 00:00:00.0","2012-03-23 00:00:00.0","120","116.636436","35.550178","0.0","2022-06-01 09:25:15.0000","载客"
"鲁HB2001","济宁联运","任城区","7081917258","2016-01-06 00:00:00.0","1900-01-01 00:00:00.0","816","116.398761","35.239236","0.0","2022-06-01 20:09:35.0000","维修"
"鲁HQ8710","济宁公交","汶上县","2394554990","2009-04-15 00:00:00.0","2014-03-05 00:00:00.0","757","116.64734","35.039387","0.0","2022-06-01 21:15:33.0000","交接班"
"鲁HM4548","鲁南出租","泗水县","5566011962","2011-02-11 00:00:00.0","1900-01-01 00:00:00.0","985","116.643853","35.457849","0.0","2022-06-01 10:43:45.0000","交接班"
"鲁HN9522","鲁南出租","兖州区","3870539734","2004-10-12 00:00:00.0","2008-06-10 00:00:00.0","964","116.7919","35.239114","19.7","2022-06-01 15:01:24.0000","空车"
"鲁HC6275","济宁通达","金乡县","2010511281","2001-02-23 00:00:00.0","1900-01-01 00:00:00.0","957","116.861762","35.17054","0.0","2022-06-01 18:39:15.0000","停运"
"鲁HR6950","济宁宏运","金乡县","3297527049","2015-03-28 00:00:00.0","1900-01-01 00:00:00.0","464","116.698454","35.483734","0.0","2022-06-01 14:38:11.0000","停运"
"鲁HM3504","济宁新运","鱼台县","6093521760","2004-09-08 00:00:00.0","2020-01-16 00:00:00.0","795","116.415443","35.433302","0.0","2022-06-01 16:58:20.0000","载客"
"鲁HE2744","济宁通达","微山县","1661241790","2015-04-16 00:00:00.0","2016-07-27 00:00:00.0","325","116.37841","35.275273","0.0","2022-06-01 08:21:18.0000","停运"
"鲁HC1317","济宁联运","微山县","4610484708","2015-01-23 00:00:00.0","2017-06-18 00:00:00.0","757","116.477313","35.359508","53.4","2022-06-01 15:02:57.0000","载客"
"鲁HM1245","济宁华运","鱼台县","7147390353","2008-04-25 00:00:00.0","2015-12-05 00:00:00.0","154","116.43286","35.473068","0.0","2022-06-01 07:29:50.0000","空车"
"鲁HM5760","济宁顺达","邹城市","8636540302","2008-11-23 00:00:00.0","2017-04-24 00:00:00.0","538","116.558342","35.508652","0.0","2022-06-01 11:28:43.0000","载客"
"鲁HK8399","济宁公交","嘉祥县","4638584909","2020-03-19 00:00:00.0","2021-01-13 00:00:00.0","590","116.170664","35.552478","6.1","2022-06-01 18:41:34.0000","空车"
"鲁HS2367","济宁顺达","泗水县","4506778790","2007-08-19 00:00:00.0","2018-07-26 00:00:00.0","279","116.776584","35.107569","0.0","2022-06-01 16:05:47.0000","载客"
"鲁HC2263","济宁华运","嘉祥县","8260505933","2001-03-04 00:00:00.0","2002-02-01 00:00:00.0","919","116.736366","35.491795","0.0","2022-06-01 17:46:05.0000","空车"
"鲁HZ6163","济宁公交","梁山县","5756529851","2006-09-20 00:00:00.0","1900-01-01 00:00:00.0","506","116.57957","35.202016","0.0","2022-06-01 09:52:25.0000","停运"
"鲁HX7065","济宁华运","兖州区","1312834194","2008-01-23 00:00:00.0","2014-09-16 00:00:00.0","377","116.116121","35.091756","0.0","2022-06-01 07:24:54.0000","载客"
"鲁HY6458","济宁宏运","任城区","4765873131","2006-10-09 00:00:00.0","2015-09-17 00:00:00.0","227","116.171204","35.147706","0.0","2022-06-01 23:16:33.0000","载客"
"鲁HK4530","济宁公交","汶上县","8120422486","2011-01-18 00:00:00.0","1900-01-01 00:00:00.0","843","116.935237","35.486229","26.8","2022-06-01 08:34:47.0000","停运"
"鲁HF8297","济宁出租","任城区","7076207733","2019-10-23 00:00:00.0","2021-12-02 00:00:00.0","859","116.557789","35.416522","53.3","2022-06-01 16:08:37.0000","交接班"
"鲁HD7057","济宁新运","任城区","3608753150","2020-05-23 00:00:00.0","2020-09-04 00:00:00.0","197","116.21288","35.341407","0.0","2022-06-01 15:23:12.0000","空车"
"鲁HP2265","济宁华运","金乡县","8603320344","2009-08-09 00:00:00.0","2017-02-11 00:00:00.0","409","116.978983","35.004646","34.8","2022-06-01 19:04:51.0000","空车"
"鲁HR8988","济宁华运","微山县","9930631892","2018-05-26 00:00:00.0","1900-01-01 00:00:00.0","231","116.432654","35.093088","67.0","2022-06-01 19:26:46.0000","载客"
"鲁HH9284","济宁交运","梁山县","5008468842","2002-01-19 00:00:00.0","1900-01-01 00:00:00.0","861","116.333005","35.305021","0.0","2022-06-01 15:08:10.0000","停运"
"鲁HV4886","济宁通达","曲阜市","8723988083","2020-08-10 00:00:00.0","2021-11-27 00:00:00.0","869","116.809056","35.492051","39.5","2022-06-01 08:58:27.0000","停运"
"鲁HP7022","济宁出租","泗水县","7743131483","2003-09-04 00:00:00.0","1900-01-01 00:00:00.0","787","116.608573","35.014125","0.0","2022-06-01 07:51:09.0000","空车"
"鲁HH9284","济宁通达","梁山县","3407266767","2017-02-06 00:00:00.0","2022-08-19 00:00:00.0","820","116.595717","35.191722","0.4","2022-06-01 11:27:16.0000","交接班"
"鲁HT4370","济宁交运","微山县","1651535666","2004-02-17 00:00:00.0","1900-01-01 00:00:00.0","211","116.50191","35.492518","0.0","2022-06-01 21:44:07.0000","停运"
"鲁HR6562","济宁新运","邹城市","4600796663","2017-08-01 00:00:00.0","2018-04-14 00:00:00.0","176","116.46043","35.003842","0.0","2022-06-01 06:14:31.0000","维修"
"鲁HZ2597","济宁新运","曲阜市","1816135076","2015-09-10 00:00:00.0","2020-01-25 00:00:00.0","355","116.055471","35.488282","23.1","2022-06-01 15:49:03.0000","空车"
"鲁HR6950","济宁新运","曲阜市","1900465004","2007-04-14 00:00:00.0","2009-10-15 00:00:00.0","885","116.305158","35.274724","0.0","2022-06-01 15:38:10.0000","停运"
"鲁HU3709","济宁宏运","金乡县","3860762595","2020-07-08 00:00:00.0","1900-01-01 00:00:00.0","920","116.197485","35.352028","0.0","2022-06-01 13:14:49.0000","空车"
"鲁HG5759","济宁通达","嘉祥县","9253564960","2007-03-25 00:00:00.0","2015-01-21 00:00:00.0","324","116.796715","35.108689","0.0","2022-06-01 14:50:45.0000","空车"
"鲁HR8988","济宁顺达","曲阜市","1782568106","2006-12-26 00:00:00.0","2011-09-08 00:00:00.0","308","116.873527","35.233322","60.1","2022-06-01 22:26:52.0000","空车"
"鲁HF7667","济宁华运","微山县","9881025655","2009-11-15 00:00:00.0","1900-01-01 00:00:00.0","31","116.066547","35.086621","0.0","2022-06-01 15:02:12.0000","载客"
"鲁HT2480","济宁公交","曲阜市","1062138799","2010-12-04 00:00:00.0","2017-08-19 00:00:00.0","511","116.474086","35.343157","0.0","2022-06-01 17:20:51.0000","载客"
"鲁HU5485","济宁出租","嘉祥县","2368291128","2006-12-05 00:00:00.0","2009-07-25 00:00:00.0","841","116.646108","35.35183","0.0","2022-06-01 19:52:58.0000","停运"
"鲁HL7731","济宁华运","兖州区","7081917258","2006-11-20 00:00:00.0","2012-11-06 00:00:00.0","143","116.186044","35.124419","52.9","2022-06-01 14:20:29.0000","载客"
"鲁HB6983","济宁宏运","金乡县","5024212719","2020-06-20 00:00:00.0","1900-01-01 00:00:00.0","625","116.142454","35.392383","10.8","2022-06-01 21:04:48.0000","载客"
"鲁HK9428","济宁顺达","微山县","9203467846","2015-08-24 00:00:00.0","2016-01-06 00:00:00.0","786","116.080057","35.534826","0.0","2022-06-01 05:43:24.0000","停运"
"鲁HX1704","济宁宏运","嘉祥县","9252596399","2008-01-10 00:00:00.0","2012-09-04 00:00:00.0","51","116.397223","35.498206","0.0","2022-06-01 02:21:46.0000","空车"
"鲁HL8546","济宁新运","邹城市","1440287124","2018-06-04 00:00:00.0","2018-08-17 00:00:00.0","777","116.506385","35.260833","0.0","2022-06-01 09:30:43.0000","载客"
"鲁HT1669","济宁出租","泗水县","5296463679","2014-07-24 00:00:00.0","2018-09-21 00:00:00.0","538","116.859148","35.463928","25.5","2022-06-01 22:13:15.0000","空车"
"鲁HN6871","济宁宏运","任城区","1387781232","2016-10-21 00:00:00.0","1900-01-01 00:00:00.0","950","116.337903","35.137912","0.0","2022-06-01 05:57:40.0000","空车"
"鲁HD9404","济宁新运","泗水县","5946542977","2008-06-26 00:00:00.0","1900-01-01 00:00:00.0","379","116.271529","35.072547","0.0","2022-06-01 23:06:03.0000","载客"
"鲁HN2968","济宁出租","微山县","4061518608","2018-07-04 00:00:00.0","2018-06-16 00:00:00.0","149","116.851362","35.021012","0.0","2022-06-01 19:44:08.0000","空车"
"鲁HZ6079","济宁顺达","金乡县","5963979454","2018-06-21 00:00:00.0","1900-01-01 00:00:00.0","774","116.343662","35.555004","26.5","2022-06-01 18:18:03.0000","空车"
"鲁HW8108","济宁出租","任城区","8694510330","2008-01-21 00:00:00.0","1900-01-01 00:00:00.0","285","116.633069","35.029631","0.0","2022-06-01 16:51:55.0000","空车"
"鲁HV9525","济宁交运","任城区","5409706617","2003-08-11 00:00:00.0","2019-05-01 00:00:00.0","992","116.794201","35.395068","0.0","2022-06-01 18:49:45.0000","交接班"
"鲁HL1065","济宁宏运","汶上县","6017534662","2004-07-12 00:00:00.0","2013-10-05 00:00:00.0","671","116.03268","35.454658","0.0","2022-06-01 18:47:05.0000","载客"
"鲁HZ3423","济宁联运","邹城市","1726633857","2017-12-18 00:00:00.0","2021-03-19 00:00:00.0","419","116.662154","35.266619","28.7","2022-06-01 14:08:15.0000","停运"
"鲁HZ9007","济宁新运","邹城市","5831986205","2008-08-10 00:00:00.0","2016-03-27 00:00:00.0","933","116.631944","35.012414","78.3","2022-06-01 13:40:13.0000","载客"
"鲁HW8108","济宁新运","泗水县","5043569023","2000-01-12 00:00:00.0","1900-01-01 00:00:00.0","715","116.136421","35.416925","0.0","2022-06-01 01:07:53.0000","维修"
"鲁HU5485","济宁出租","兖州区","4237176803","2015-12-25 00:00:00.0","2018-08-16 00:00:00.0","100","116.961856","35.110014","0.0","2022-06-01 18:16:11.0000","载客"
"鲁HK9338","济宁公交","微山县","2499330757","2005-09-21 00:00:00.0","2021-08-19 00:00:00.0","647","116.002923","35.418869","0.0","2022-06-01 07:45:22.0000","交接班"
"鲁HZ2597","济宁联运","泗水县","9838850006","2015-02-19 00:00:00.0","2016-12-27 00:00:00.0","319","116.138289","35.057764","0.0","2022-06-01 08:40:40.0000","交接班"
"鲁HU3709","济宁公交","鱼台县","5520175510","2015-01-22 00:00:00.0","2015-12-17 00:00:00.0","124","116.360149","35.445383","5.2","2022-06-01 12:21:16.0000","空车"
"鲁HR8988","济宁交运","泗水县","3441357311","2007-11-09 00:00:00.0","2015-11-14 00:00:00.0","30","116.837174","35.013829","54.1","2022-06-01 06:59:28.0000","空车"
"鲁HW9779","济宁出租","曲阜市","9414810527","2003-03-06 00:00:00.0","1900-01-01 00:00:00.0","765","116.200293","35.337255","0.0","2022-06-01 10:05:24.0000","停运"
"鲁HG7536","济宁顺达","汶上县","6874572365","2016-08-01 00:00:00.0","2020-01-13 00:00:00.0","974","116.595909","35.542946","5.7","2022-06-01 11:51:38.0000","空车"
"鲁HU5745","济宁新运","曲阜市","8891200606","2007-12-06 00:00:00.0","1900-01-01 00:00:00.0","644","116.701551","35.507702","0.0","2022-06-01 07:43:24.0000","空车"
"鲁HK7083","济宁华运","汶上县","6595280695","2008-04-02 00:00:00.0","2008-03-06 00:00:00.0","155","116.016567","35.286713","78.1","2022-06-01 22:13:09.0000","载客"
"鲁HM8356","济宁华运","兖州区","2368291128","2006-07-28 00:00:00.0","1900-01-01 00:00:00.0","32","116.686948","35.066296","0.0","2022-06-01 12:50:50.0000","交接班"
"鲁HN3194","济宁新运","泗水县","4506778790","2011-06-06 00:00:00.0","2017-07-02 00:00:00.0","965","116.70494","35.198638","0.0","2022-06-01 18:45:45.0000","停运"
"鲁HS4408","济宁华运","梁山县","6595280695","2010-04-05 00:00:00.0","2012-12-08 00:00:00.0","911","116.813944","35.074331","0.0","2022-06-01 13:59:01.0000","载客"
"鲁HT4370","济宁公交","嘉祥县","5680186581","2012-12-05 00:00:00.0","2018-02-06 00:00:00.0","797","116.078827","35.159513","0.0","2022-06-01 11:47:05.0000","载客"
"鲁HH7349","济宁公交","梁山县","7444490190","2018-04-24 00:00:00.0","1900-01-01 00:00:00.0","219","116.977352","35.409642","0.0","2022-06-01 19:36:21.0000","空车"
"鲁HN1546","济宁顺达","汶上县","6734846430","2003-10-12 00:00:00.0","2010-11-18 00:00:00.0","116","116.528459","35.375178","5.1","2022-06-01 16:41:48.0000","载客"
"鲁HS6470","济宁通达","任城区","8437122445","2004-12-01 00:00:00.0","2017-04-20 00:00:00.0","540","116.455613","35.197232","0.0","2022-06-01 09:21:24.0000","载客"
"鲁HK3107","济宁公交","任城区","4933175800","2020-12-26 00:00:00.0","2021-05-18 00:00:00.0","20","116.153083","35.514416","0.0","2022-06-01 20:27:44.0000","空车"
"鲁HY5493","济宁交运","任城区","9838850006","2020-05-09 00:00:00.0","2021-01-12 00:00:00.0","992","116.363864","35.55458","0.0","2022-06-01 20:24:26.0000","载客"
"鲁HL1065","济宁宏运","嘉祥县","2237242557","2018-10-17 00:00:00.0","2021-04-08 00:00:00.0","779","116.462116","35.224718","60.8","2022-06-01 03:23:42.0000","空车"
"鲁HW6349","鲁南出租","梁山县","9009213406","2015-10-05 00:00:00.0","1900-01-01 00:00:00.0","937","116.077468","35.005511","0.0","2022-06-01 17:10:05.0000","维修"
"鲁HY4534","济宁顺达","梁山县","1221398982","2013-06-24 00:00:00.0","1900-01-01 00:00:00.0","85","116.393656","35.232213","0.0","2022-06-01 18:44:05.0000","空车"
"鲁HS4052","济宁宏运","金乡县","9315834974","2000-08-08 00:00:00.0","2013-02-27 00:00:00.0","127","116.997317","35.035054","0.0","2022-06-01 12:39:57.0000","空车"
"鲁HX8821","鲁南出租","曲阜市","6963210570","2019-09-26 00:00:00.0","2019-03-16 00:00:00.0","273","116.838284","35.037612","0.0","2022-06-01 16:09:17.0000","停运"
"鲁HX6029","济宁联运","汶上县","8319805278","2019-02-18 00:00:00.0","2020-04-14 00:00:00.0","864","116.58197","35.579796","0.4","2022-06-01 09:18:46.0000","空车"
"鲁HK8532","济宁宏运","鱼台县","9753168526","2017-07-13 00:00:00.0","1900-01-01 00:00:00.0","179","116.204787","35.158073","2.3","2022-06-01 06:14:31.0000","停运"
"鲁HV5235","济宁宏运","汶上县","8891788779","2020-07-09 00:00:00.0","2022-04-10 00:00:00.0","914","116.695016","35.353838","44.1","2022-06-01 07:55:55.0000","载客"
"鲁HD7057","济宁华运","曲阜市","6595280695","2004-04-11 00:00:00.0","1900-01-01 00:00:00.0","562","116.408145","35.025058","32.2","2022-06-01 21:31:23.0000","停运"
"鲁HC7317","济宁公交","梁山县","4908523880","2004-06-13 00:00:00.0","2008-09-20 00:00:00.0","734","116.233463","35.28211","0.0","2022-06-01 21:26:14.0000","空车"
"鲁HS6470","济宁公交","任城区","3516539983","2006-02-22 00:00:00.0","1900-01-01 00:00:00.0","244","116.718578","35.420668","0.0","2022-06-01 08:14:29.0000","停运"
"鲁HM6395","济宁出租","邹城市","6017534662","2005-11-19 00:00:00.0","1900-01-01 00:00:00.0","972","116.816901","35.00371","0.0","2022-06-01 15:59:12.0000","载客"
"鲁HY4577","济宁顺达","梁山县","4061518608","2002-11-16 00:00:00.0","2013-04-27 00:00:00.0","533","116.929148","35.517561","0.0","2022-06-01 17:25:49.0000","停运"
"鲁HL8546","济宁公交","任城区","8636540302","2017-04-17 00:00:00.0","2017-10-26 00:00:00.0","160","116.079456","35.486618","0.0","2022-06-01 12:01:47.0000","维修"
"鲁HZ1112","济宁交运","任城区","1186853444","2020-10-01 00:00:00.0","2021-04-21 00:00:00.0","672","116.644542","35.478108","19.8","2022-06-01 23:28:07.0000","空车"
"鲁HC6109","济宁出租","曲阜市","3597137873","2006-04-23 00:00:00.0","2014-10-02 00:00:00.0","804","116.466883","35.068108","0.0","2022-06-01 13:57:55.0000","载客"
"鲁HY9066","鲁南出租","嘉祥县","1303261145","2013-01-21 00:00:00.0","2013-05-13 00:00:00.0","886","116.141844","35.394353","0.0","2022-06-01 08:55:02.0000","空车"
"鲁HV5311","济宁联运","汶上县","7919676358","2006-02-04 00:00:00.0","2009-09-28 00:00:00.0","582","116.269977","35.110944","22.2","2022-06-01 08:36:18.0000","交接班"
"鲁HM4548","济宁通达","泗水县","1707679790","2017-03-01 00:00:00.0","2019-09-25 00:00:00.0","71","116.276097","35.140498","0.0","2022-06-01 17:11:01.0000","停运"
"鲁HU3501","济宁华运","微山县","1520090879","2008-07-15 00:00:00.0","1900-01-01 00:00:00.0","823","116.63944","35.095392","0.0","2022-06-01 18:14:10.0000","空车"
"鲁HB3504","济宁新运","嘉祥县","4508589825","2018-03-28 00:00:00.0","1900-01-01 00:00:00.0","727","116.769973","35.319307","9.2","2022-06-01 17:29:06.0000","载客"
"鲁HS7315","济宁新运","梁山县","8636540302","2013-05-12 00:00:00.0","2014-11-01 00:00:00.0","546","116.243525","35.001279","0.0","2022-06-01 14:37:31.0000","交接班"
"鲁HR8988","济宁宏运","兖州区","6110236022","2000-12-19 00:00:00.0","1900-01-01 00:00:00.0","417","116.229188","35.192471","0.0","2022-06-01 12:44:17.0000","交接班"
"鲁HB5726","济宁顺达","鱼台县","3065399903","2001-11-25 00:00:00.0","2015-12-24 00:00:00.0","327","116.313337","35.344523","27.7","2022-06-01 13:36:44.0000","载客"
"鲁HV4886","济宁华运","邹城市","1816135076","2010-04-10 00:00:00.0","1900-01-01 00:00:00.0","455","116.601782","35.479451","0.0","2022-06-01 10:33:42.0000","维修"
"鲁HM5760","济宁公交","嘉祥县","4298066151","2010-06-09 00:00:00.0","2011-08-23 00:00:00.0","981","116.79378","35.027627","0.0","2022-06-01 10:34:47.0000","空车"
"鲁HF3569","鲁南出租","汶上县","2786504532","2018-04-20 00:00:00.0","1900-01-01 00:00:00.0","352","116.993379","35.596949","21.8","2022-06-01 15:19:39.0000","载客"
"鲁HN6840","济宁新运","兖州区","5912203833","2008-01-07 00:00:00.0","2010-06-01 00:00:00.0","729","116.332858","35.253766","52.1","2022-06-01 08:57:32.0000","交接班"
"鲁HJ4419","鲁南出租","邹城市","4234152243","2017-06-15 00:00:00.0","2017-10-09 00:00:00.0","963","116.853726","35.123164","0.0","2022-06-01 07:24:38.0000","停运"
"鲁HD9318","鲁南出租","金乡县","1246366805","2002-05-24 00:00:00.0","2013-03-26 00:00:00.0","12","116.815141","35.17705","0.0","2022-06-01 12:07:37.0000","空车"
"鲁HU6340","济宁交运","梁山县","5128208369","2020-04-17 00:00:00.0","2022-10-24 00:00:00.0","599","116.615468","35.004673","15.7","2022-06-01 14:51:04.0000","载客"
"鲁HX8821","济宁联运","曲阜市","5520175510","2012-11-28 00:00:00.0","2021-12-11 00:00:00.0","175","116.764586","35.581148","6.1","2022-06-01 06:39:50.0000","空车"
"鲁HX1559","济宁华运","微山县","6963210570","2015-12-04 00:00:00.0","1900-01-01 00:00:00.0","847","116.792505","35.463807","0.0","2022-06-01 20:59:56.0000","空车"
"鲁HR6226","济宁华运","邹城市","5188886682","2011-12-15 00:00:00.0","2021-03-03 00:00:00.0","847","116.478934","35.3688","0.0","2022-06-01 09:39:20.0000","载客"
"鲁HD1466","济宁通达","曲阜市","2833847394","2001-03-08 00:00:00.0","2012-09-16 00:00:00.0","981","116.351253","35.080932","0.0","2022-06-01 15:07:45.0000","空车"
"鲁HR9283","济宁公交","嘉祥县","4404292956","2000-11-01 00:00:00.0","1900-01-01 00:00:00.0","342","116.074263","35.46822","0.0","2022-06-01 18:13:44.0000","维修"
"鲁HH5332","济宁顺达","邹城市","4520586989","2015-06-03 00:00:00.0","1900-01-01 00:00:00.0","704","116.11622","35.345168","0.0","2022-06-01 17:54:48.0000","载客"
"鲁HQ4703","济宁华运","任城区","8930670595","2020-05-22 00:00:00.0","2020-01-03 00:00:00.0","466","116.677528","35.37575","0.0","2022-06-01 19:21:47.0000","空车"
"鲁HZ9291","济宁交运","鱼台县","4342822771","2016-07-22 00:00:00.0","2022-08-18 00:00:00.0","122","116.093584","35.1168","0.0","2022-06-01 17:35:16.0000","停运"
"鲁HK3107","济宁顺达","邹城市","5342023532","2020-10-17 00:00:00.0","2021-12-18 00:00:00.0","496","116.437163","35.013786","0.0","2022-06-01 17:44:14.0000","空车"
"鲁HN3194","济宁公交","梁山县","3007431411","2003-09-02 00:00:00.0","2004-10-27 00:00:00.0","705","116.739776","35.461117","0.0","2022-06-01 19:15:15.0000","停运"
"鲁HR6032","济宁联运","曲阜市","7550754317","2001-12-21 00:00:00.0","1900-01-01 00:00:00.0","986","116.06681","35.337974","70.5","2022-06-01 23:38:11.0000","交接班"
"鲁HD8987","济宁公交","曲阜市","3858616062","2012-11-02 00:00:00.0","2022-10-26 00:00:00.0","717","116.694685","35.180706","0.0","2022-06-01 12:37:52.0000","空车"
"鲁HS4216","济宁联运","金乡县","3858616062","2000-02-08 00:00:00.0","1900-01-01 00:00:00.0","555","116.075072","35.007245","0.0","2022-06-01 10:43:36.0000","维修"
"鲁HL9984","济宁顺达","鱼台县","9461454365","2004-01-24 00:00:00.0","1900-01-01 00:00:00.0","89","116.467416","35.289319","0.0","2022-06-01 09:59:31.0000","载客"
"鲁HT4370","济宁公交","汶上县","9687262202","2006-01-28 00:00:00.0","2011-05-11 00:00:00.0","945","116.741476","35.511997","9.3","2022-06-01 16:37:24.0000","载客"
"鲁HK8532","济宁通达","汶上县","3870539734","2012-11-02 00:00:00.0","1900-01-01 00:00:00.0","717","116.487703","35.158806","1.7","2022-06-01 07:05:46.0000","停运"
"鲁HS2281","济宁新运","兖州区","9505319020","2003-08-20 00:00:00.0","2013-10-13 00:00:00.0","481","116.307338","35.111492","64.2","2022-06-01 18:13:55.0000","载客"
"鲁HQ1828","济宁宏运","曲阜市","7749631758","2009-07-21 00:00:00.0","1900-01-01 00:00:00.0","730","116.084483","35.509229","17.4","2022-06-01 16:00:00.0000","空车"
"鲁HQ9930","济宁通达","微山县","3858616062","2012-05-05 00:00:00.0","2014-12-11 00:00:00.0","809","116.832448","35.242438","14.0","2022-06-01 08:27:01.0000","载客"
"鲁HJ5334","济宁交运","邹城市","1551283529","2019-09-28 00:00:00.0","2019-10-27 00:00:00.0","29","116.17698","35.025963","27.7","2022-06-01 20:20:52.0000","空车"
"鲁HR2474","济宁顺达","鱼台县","9019921170","2016-09-03 00:00:00.0","2016-03-20 00:00:00.0","825","116.796965","35.567229","0.0","2022-06-01 12:25:05.0000","空车"
"鲁HE7954","济宁通达","嘉祥县","7100720973","2012-11-05 00:00:00.0","2017-07-04 00:00:00.0","272","116.727737","35.557883","0.0","2022-06-01 16:52:40.0000","载客"
"鲁HB8412","济宁华运","泗水县","8284963245","2016-05-22 00:00:00.0","2021-08-11 00:00:00.0","873","116.463404","35.062037","20.6","2022-06-01 23:44:01.0000","载客"
"鲁HM7960","济宁交运","邹城市","7914937905","2002-09-17 00:00:00.0","2004-11-21 00:00:00.0","658","116.6905","35.048976","0.0","2022-06-01 01:59:23.0000","停运"
"鲁HA6507","济宁宏运","曲阜市","4600796663","2017-10-11 00:00:00.0","2020-02-02 00:00:00.0","315","116.969595","35.143504","46.7","2022-06-01 16:29:03.0000","空车"
"鲁HK2695","济宁宏运","金乡县","4350503020","2014-02-22 00:00:00.0","1900-01-01 00:00:00.0","715","116.122222","35.401636","0.0","2022-06-01 13:46:14.0000","载客"
"鲁HA9658","济宁新运","邹城市","2540478304","2003-05-05 00:00:00.0","2012-07-21 00:00:00.0","671","116.89564","35.598209","0.0","2022-06-01 18:56:04.0000","交接班"
"鲁HH5203","济宁出租","汶上县","5853704652","2003-12-16 00:00:00.0","2003-09-05 00:00:00.0","75","116.431335","35.129108","0.0","2022-06-01 00:26:06.0000","空车"
"鲁HZ4312","济宁华运","微山县","3884439937","2002-02-04 00:00:00.0","2017-09-13 00:00:00.0","988","116.677359","35.069352","73.1","2022-06-01 11:42:16.0000","空车"
"鲁HW9821","济宁交运","任城区","2569896890","2014-06-23 00:00:00.0","2022-03-28 00:00:00.0","873","116.745586","35.141024","0.0","2022-06-01 08:25:28.0000","交接班"
"鲁HR7169","济宁联运","汶上县","8632483322","2016-08-09 00:00:00.0","2019-03-22 00:00:00.0","517","116.103667","35.341047","0.0","2022-06-01 06:51:19.0000","停运"
"鲁HM5760","鲁南出租","鱼台县","1022829040","2018-10-03 00:00:00.0","2022-02-17 00:00:00.0","692","116.767722","35.301276","0.0","2022-06-01 09:39:19.0000","载客"
"鲁HJ9258","济宁交运","泗水县","5983489925","2008-08-06 00:00:00.0","1900-01-01 00:00:00.0","189","116.68498","35.384209","0.0","2022-06-01 19:55:48.0000","载客"
